#Creator: pendulumviewEventBuffer
#Creation time: Tue Mar 12 17:31:44 2024
#Time A	Pos A	Time B	Pos B
#[s]	[au]	[s]	[au]
57.510	500	57.535	420
57.560	500	57.586	411
57.611	500	57.636	401
57.661	499	57.687	394
57.713	500	57.737	391
57.763	499	57.788	391
57.814	500	57.839	393
57.864	500	57.890	399
57.915	500	57.940	408
57.966	499	57.991	418
58.017	500	58.041	428
58.067	500	58.093	443
58.118	500	58.143	457
58.168	500	58.194	470
58.220	499	58.244	482
58.270	500	58.295	492
58.321	500	58.346	501
58.371	500	58.397	507
58.422	500	58.447	511
58.472	501	58.498	510
58.524	500	58.548	506
58.574	501	58.599	500
58.625	500	58.650	493
58.675	500	58.701	483
58.726	501	58.751	470
58.777	500	58.802	458
58.828	501	58.852	445
58.878	499	58.904	432
58.929	500	58.954	421
58.979	500	59.005	410
59.031	501	59.055	403
59.081	499	59.106	397
59.132	500	59.157	395
59.182	499	59.208	395
59.233	500	59.258	399
59.284	499	59.309	404
59.335	500	59.359	412
59.385	499	59.410	422
59.436	500	59.461	433
59.486	499	59.512	446
59.537	499	59.562	459
59.588	501	59.613	471
59.639	501	59.663	482
59.689	500	59.715	492
59.740	501	59.765	499
59.790	501	59.816	504
59.842	500	59.866	506
59.892	500	59.917	506
59.943	500	59.968	502
59.993	501	60.019	496
60.044	499	60.070	489
60.095	500	60.120	479
60.146	501	60.171	468
60.196	500	60.221	456
60.247	499	60.273	443
60.297	500	60.323	432
60.348	500	60.374	421
60.399	500	60.424	412
60.450	500	60.475	405
60.500	499	60.526	401
60.551	500	60.577	397
60.601	499	60.627	399
60.653	499	60.678	402
60.703	500	60.728	409
60.754	500	60.780	416
60.804	500	60.830	426
60.855	500	60.881	437
60.906	500	60.931	448
60.957	500	60.982	460
61.007	500	61.032	471
61.058	500	61.084	482
61.108	500	61.134	490
61.159	501	61.185	497
61.210	500	61.235	499
61.261	500	61.286	502
61.311	500	61.337	502
61.362	500	61.388	498
61.412	500	61.438	493
61.464	501	61.489	485
61.514	500	61.539	475
61.565	500	61.591	465
61.615	499	61.641	453
61.666	500	61.692	441
61.717	499	61.742	432
61.768	499	61.793	421
61.818	500	61.844	415
61.869	500	61.895	407
61.919	500	61.945	404
61.970	500	61.996	402
62.021	501	62.046	404
62.072	499	62.097	406
62.122	499	62.148	412
62.173	500	62.199	420
62.223	501	62.249	429
62.275	500	62.300	439
62.325	500	62.350	450
62.376	500	62.402	460
62.426	500	62.452	472
62.477	500	62.503	481
62.528	501	62.553	488
62.579	500	62.604	494
62.629	501	62.655	498
62.680	501	62.706	499
62.730	500	62.756	497
62.781	501	62.807	494
62.832	500	62.857	488
62.883	500	62.908	480
62.933	498	62.959	472
62.984	499	63.010	462
63.034	500	63.060	452
63.086	500	63.111	442
63.136	500	63.161	432
63.187	499	63.213	423
63.237	500	63.263	416
63.288	500	63.314	411
63.339	500	63.364	406
63.390	499	63.415	406
63.440	499	63.466	407
63.491	500	63.517	411
63.541	500	63.567	417
63.592	499	63.618	424
63.643	499	63.668	433
63.694	500	63.719	442
63.744	500	63.770	452
63.795	500	63.821	460
63.845	500	63.871	471
63.897	500	63.922	480
63.947	500	63.972	486
63.998	501	64.024	491
64.048	501	64.074	494
64.099	501	64.125	495
64.150	501	64.175	492
64.201	500	64.226	490
64.251	501	64.277	484
64.302	500	64.328	477
64.352	498	64.378	468
64.404	500	64.429	460
64.454	500	64.479	450
64.505	500	64.530	440
64.555	500	64.581	431
64.606	499	64.632	422
64.656	500	64.682	418
64.708	499	64.733	413
64.758	500	64.783	410
64.809	499	64.835	410
64.859	500	64.885	412
64.910	499	64.936	416
64.961	500	64.986	421
65.012	500	65.037	428
65.062	500	65.088	436
65.113	500	65.139	444
65.163	500	65.189	454
65.215	501	65.240	463
65.265	500	65.290	472
65.316	500	65.341	478
65.366	500	65.392	483
65.417	501	65.443	488
65.467	500	65.493	490
65.519	501	65.544	491
65.569	501	65.594	489
65.620	500	65.646	485
65.670	500	65.696	479
65.721	500	65.747	474
65.772	500	65.797	465
65.823	500	65.848	457
65.873	500	65.899	449
65.924	500	65.950	440
65.974	500	66.000	433
66.026	500	66.051	424
66.076	499	66.101	420
66.127	499	66.152	416
66.177	500	66.203	414
66.228	499	66.254	414
66.278	500	66.304	416
66.330	501	66.355	419
66.380	500	66.405	425
66.431	499	66.457	432
66.481	500	66.507	438
66.532	498	66.558	448
66.583	500	66.608	457
66.634	501	66.659	463
66.684	500	66.710	470
66.735	500	66.761	477
66.785	500	66.811	482
66.837	500	66.862	485
66.887	501	66.912	486
66.938	501	66.964	487
66.988	499	67.014	485
67.039	500	67.065	481
67.089	500	67.115	477
67.141	500	67.166	470
67.191	500	67.216	463
67.242	500	67.268	455
67.292	501	67.318	447
67.343	500	67.369	439
67.394	499	67.419	433
67.445	500	67.470	427
67.495	500	67.521	422
67.546	499	67.572	419
67.596	500	67.622	417
67.648	499	67.673	418
67.698	500	67.723	421
67.749	500	67.775	423
67.799	500	67.825	428
67.850	501	67.876	435
67.900	500	67.926	442
67.952	500	67.977	448
68.002	500	68.027	456
68.053	500	68.079	463
68.103	500	68.129	470
68.154	501	68.180	475
68.205	500	68.230	480
68.256	502	68.281	482
68.306	500	68.332	484
68.357	500	68.383	484
68.407	500	68.433	481
68.459	500	68.484	477
68.509	499	68.534	473
68.560	500	68.586	466
68.610	500	68.636	460
68.661	500	68.687	454
68.711	500	68.737	446
68.763	499	68.788	439
68.813	499	68.838	434
68.864	500	68.890	429
68.914	499	68.940	425
68.965	500	68.991	422
69.017	500	69.041	421
69.067	500	69.092	422
69.118	500	69.143	424
69.168	500	69.194	428
69.219	500	69.244	432
69.270	499	69.295	437
69.321	501	69.345	444
69.371	501	69.397	450
69.422	498	69.447	455
69.472	500	69.498	463
69.524	500	69.548	467
69.574	499	69.599	473
69.625	500	69.649	477
69.675	500	69.701	479
69.726	500	69.751	479
69.776	500	69.802	479
69.828	500	69.852	477
69.878	500	69.903	474
69.929	500	69.954	470
69.979	499	70.005	463
70.030	500	70.055	458
70.081	499	70.106	452
70.132	500	70.156	446
70.182	501	70.208	439
70.233	500	70.258	435
70.283	500	70.309	431
70.335	500	70.359	427
70.385	500	70.410	425
70.436	500	70.460	426
70.486	500	70.512	426
70.537	500	70.562	428
70.587	502	70.613	432
70.639	500	70.663	435
70.689	500	70.714	441
70.740	500	70.765	446
70.790	500	70.816	452
70.841	500	70.866	456
70.892	500	70.917	463
70.943	501	70.967	468
70.993	500	71.019	471
71.044	500	71.069	476
71.094	499	71.120	476
71.146	501	71.170	476
71.196	500	71.221	475
71.247	500	71.271	473
71.297	500	71.323	470
71.348	500	71.373	466
71.398	500	71.424	461
71.450	500	71.474	456
71.500	500	71.525	451
71.551	500	71.576	444
71.601	500	71.627	441
71.652	500	71.677	436
71.703	500	71.728	432
71.754	500	71.778	429
71.804	499	71.830	429
71.855	500	71.880	429
71.905	500	71.931	429
71.957	500	71.981	432
72.007	500	72.032	435
72.058	500	72.082	439
72.108	500	72.134	443
72.159	500	72.185	448
72.209	500	72.235	453
72.261	500	72.286	458
72.311	500	72.336	462
72.362	500	72.388	466
72.412	500	72.438	469
72.463	500	72.489	471
72.514	500	72.539	472
72.565	500	72.590	472
72.615	500	72.641	471
72.666	500	72.692	469
72.716	498	72.742	466
72.768	500	72.793	462
72.818	501	72.843	459
72.869	500	72.895	454
72.919	500	72.945	449
72.970	500	72.996	443
73.020	500	73.046	441
73.072	500	73.097	436
73.122	500	73.147	435
73.173	500	73.199	434
73.223	500	73.249	433
73.274	500	73.300	432
73.325	500	73.350	434
73.376	500	73.401	436
73.426	499	73.452	438
73.477	500	73.503	442
73.527	500	73.553	447
73.579	501	73.604	450
73.629	500	73.654	454
73.680	500	73.706	459
73.730	500	73.756	461
73.781	500	73.807	464
73.831	501	73.857	467
73.883	500	73.908	468
73.933	501	73.958	469
73.984	500	74.010	468
74.034	500	74.060	468
74.085	500	74.111	465
74.136	500	74.161	463
74.187	500	74.212	459
74.237	499	74.263	456
74.288	499	74.314	452
74.338	500	74.364	449
74.390	500	74.415	444
74.440	500	74.465	442
74.491	500	74.517	440
74.541	500	74.567	438
74.592	500	74.618	435
74.642	500	74.668	436
74.694	497	74.719	436
74.744	500	74.769	438
74.795	500	74.821	439
74.845	500	74.871	441
74.896	500	74.922	446
74.947	500	74.972	448
74.998	500	75.023	451
75.048	500	75.074	455
75.099	500	75.125	457
75.149	500	75.175	460
75.201	498	75.226	462
75.251	500	75.276	463
75.302	500	75.328	465
75.352	500	75.378	465
75.403	500	75.429	464
75.453	500	75.479	462
75.505	500	75.530	462
75.555	500	75.580	458
75.606	500	75.632	457
75.656	501	75.682	454
75.707	501	75.733	451
75.758	499	75.783	448
75.809	500	75.834	446
75.860	500	75.885	444
75.910	500	75.936	442
75.961	500	75.986	440
76.012	500	76.037	440
76.063	500	76.087	439
76.113	500	76.139	441
76.164	499	76.189	442
76.214	500	76.240	443
76.266	500	76.290	445
76.316	500	76.341	449
76.367	500	76.391	452
76.417	501	76.443	453
76.468	500	76.493	454
76.518	500	76.544	457
76.570	500	76.594	459
76.620	500	76.645	460
76.671	499	76.696	461
76.721	500	76.747	461
76.772	501	76.797	462
76.823	500	76.848	461
76.874	500	76.898	460
76.924	500	76.950	458
76.975	500	77.000	457
77.025	499	77.051	454
77.077	500	77.101	452
77.127	500	77.152	450
77.178	501	77.202	448
77.228	499	77.254	447
77.279	500	77.304	445
77.329	499	77.355	444
77.381	500	77.405	444
77.431	499	77.456	442
77.482	500	77.507	443
77.532	500	77.558	444
77.583	500	77.608	445
77.634	500	77.659	447
77.685	499	77.709	448
77.735	500	77.761	450
77.786	499	77.811	451
77.836	500	77.862	453
77.888	500	77.912	454
77.938	500	77.963	456
77.989	499	78.013	457
78.039	500	78.065	457
78.090	500	78.115	460
78.140	500	78.166	458
78.192	500	78.216	458
78.242	500	78.267	457
78.293	500	78.318	455
78.343	500	78.369	454
78.394	501	78.419	454
78.445	500	78.470	452
78.496	500	78.520	451
78.546	500	78.572	450
78.597	500	78.622	448
78.647	501	78.673	448
78.699	500	78.723	447
78.749	500	78.774	447
78.800	499	78.824	447
78.850	500	78.876	447
78.901	500	78.927	447
78.951	499	78.977	447
79.003	500	79.028	449
79.053	501	79.078	449
79.104	500	79.130	450
79.154	500	79.180	451
79.205	500	79.231	452
79.256	500	79.281	454
79.307	500	79.332	454
79.357	500	79.383	455
79.408	499	79.434	455
79.458	500	79.484	456
79.510	500	79.535	457
79.560	501	79.585	455
79.611	500	79.637	455
79.661	500	79.687	453
79.712	500	79.738	453
79.762	500	79.788	453
79.814	500	79.839	452
79.864	500	79.889	451
79.915	500	79.941	450
79.965	499	79.991	450
80.016	500	80.042	449
80.067	501	80.092	449
80.118	500	80.143	449
80.168	500	80.194	449
80.219	501	80.245	450
80.269	500	80.295	450
80.321	500	80.346	450
80.371	500	80.396	450
80.422	499	80.448	451
80.472	500	80.498	452
80.523	500	80.549	452
80.573	500	80.599	452
80.625	500	80.650	453
80.675	500	80.700	452
80.726	500	80.752	453
80.776	500	80.802	454
80.827	500	80.853	453
80.878	500	80.903	453
80.929	500	80.954	453
80.979	498	81.005	452
81.030	500	81.056	452
81.080	500	81.106	451
81.132	500	81.157	451
81.182	500	81.207	453
81.233	500	81.259	451
81.283	500	81.309	451
81.334	500	81.360	450
81.384	500	81.410	451
81.436	500	81.461	451
81.486	500	81.511	451
81.537	500	81.563	452
81.587	500	81.613	452
81.638	500	81.664	451
81.689	500	81.714	451
81.740	500	81.765	452
81.790	500	81.816	452
81.841	501	81.867	452
81.891	500	81.917	452
81.943	500	81.968	451
81.993	500	82.018	451
82.044	500	82.070	452
82.094	500	82.120	452
82.145	500	82.171	451
82.196	500	82.221	451
82.247	500	82.272	451
82.297	500	82.322	451
82.348	500	82.374	451
82.398	500	82.424	452
82.449	500	82.475	451
82.500	500	82.525	452
82.551	500	82.576	451
82.601	500	82.627	450
82.652	500	82.678	451
82.702	500	82.728	452
82.754	500	82.779	452
82.804	499	82.829	452
82.855	500	82.881	451
82.905	500	82.931	451
82.956	500	82.982	452
83.007	500	83.032	451
83.058	500	83.083	452
83.108	500	83.133	452
83.159	500	83.185	452
83.209	500	83.235	450
83.260	500	83.286	452
83.311	500	83.336	451
83.362	500	83.387	451
83.413	500	83.438	452
83.463	501	83.489	451
83.514	500	83.539	451
83.565	500	83.590	452
83.616	500	83.640	451
83.666	500	83.692	452
83.717	500	83.742	452
83.767	500	83.793	451
83.819	500	83.843	452
83.869	500	83.894	452
83.920	500	83.944	452
83.970	500	83.996	451
84.021	500	84.046	452
84.071	500	84.097	451
84.123	500	84.147	451
84.173	500	84.198	452
84.224	499	84.249	452
84.274	500	84.300	451
84.325	500	84.350	452
84.376	499	84.401	452
84.427	500	84.451	452
84.477	500	84.503	451
84.528	499	84.553	451
84.578	501	84.604	452
84.630	500	84.654	452
84.680	500	84.705	452
84.731	500	84.756	451
84.781	500	84.807	452
84.832	500	84.857	452
84.882	500	84.908	451
84.934	500	84.958	452
84.984	500	85.009	452
85.035	500	85.060	452
85.085	500	85.111	452
85.136	499	85.161	451
85.187	500	85.212	452
85.238	500	85.262	451
85.288	500	85.314	452
85.339	500	85.364	452
85.389	500	85.415	451
85.441	500	85.465	451
85.491	500	85.516	451
85.542	500	85.567	451
85.592	500	85.618	452
85.643	500	85.668	451
85.693	499	85.719	452
85.745	500	85.769	451
85.795	500	85.820	451
85.846	500	85.871	450
85.896	501	85.922	451
85.947	500	85.972	452
85.998	500	86.023	452
86.049	500	86.073	451
86.099	500	86.125	451
86.150	500	86.175	452
86.200	501	86.226	451
86.252	500	86.276	451
86.302	500	86.327	451
86.353	500	86.378	452
86.403	500	86.429	452
86.454	500	86.480	451
86.504	500	86.530	452
86.556	500	86.581	452
86.606	500	86.631	452
86.657	500	86.683	453
86.707	500	86.733	451
86.758	500	86.784	452
86.809	500	86.834	452
86.860	500	86.885	451
86.910	500	86.936	452
86.961	500	86.987	452
87.011	499	87.037	452
87.063	500	87.088	451
87.113	500	87.138	451
87.164	500	87.190	452
87.214	499	87.240	452
87.265	500	87.291	450
87.316	500	87.341	451
87.367	500	87.392	450
87.417	500	87.442	452
87.468	500	87.494	453
87.518	500	87.544	452
87.569	500	87.595	452
87.620	500	87.645	451
87.671	500	87.696	452
87.721	500	87.747	452
87.772	500	87.798	451
87.822	500	87.848	452
87.874	500	87.899	452
87.924	500	87.949	451
87.975	500	88.001	452
88.025	500	88.051	452
88.076	500	88.102	452
88.127	499	88.152	449
88.178	500	88.203	452
88.228	499	88.253	452
88.279	500	88.305	452
88.329	500	88.355	452
88.380	501	88.406	451
88.431	499	88.456	452
88.482	500	88.507	451
88.532	500	88.558	451
88.583	500	88.609	452
88.633	501	88.659	450
88.685	500	88.710	452
88.735	500	88.760	451
88.786	501	88.812	452
88.836	500	88.862	452
88.887	500	88.913	451
88.938	500	88.963	451
88.989	499	89.014	451
89.039	500	89.064	451
89.090	499	89.116	452
89.140	500	89.166	451
89.191	500	89.217	452
89.242	500	89.267	452
89.293	500	89.318	451
89.343	500	89.369	452
89.394	502	89.420	452
89.444	500	89.470	451
89.496	501	89.521	451
89.546	500	89.571	452
89.597	500	89.623	451
89.647	499	89.673	451
89.698	500	89.724	451
89.749	500	89.774	451
89.800	500	89.825	451
89.850	500	89.876	452
89.901	501	89.927	450
89.951	500	89.977	451
90.002	499	90.028	452
90.053	500	90.078	451
90.104	500	90.129	452
90.155	501	90.180	451
90.205	500	90.231	452
90.256	498	90.281	450
90.307	500	90.332	451
90.358	500	90.382	451
90.408	500	90.434	452
90.459	500	90.484	452
90.509	500	90.535	451
90.561	500	90.585	451
90.611	500	90.636	451
90.662	500	90.687	451
90.712	500	90.738	452
90.763	499	90.788	452
90.813	500	90.839	451
90.865	500	90.889	452
90.915	500	90.940	451
90.966	500	90.991	452
91.016	500	91.042	452
91.067	499	91.092	452
91.118	500	91.143	450
91.169	500	91.193	451
91.219	500	91.245	452
91.270	500	91.295	452
91.320	500	91.346	451
91.372	500	91.396	451
91.422	499	91.447	451
91.473	500	91.498	451
91.523	500	91.549	452
91.574	500	91.599	452
91.624	501	91.650	452
91.676	500	91.700	452
91.726	500	91.751	452
91.777	500	91.802	453
91.827	501	91.853	452
91.878	500	91.903	453
91.929	500	91.954	451
91.980	500	92.004	451
92.030	499	92.056	451
92.081	500	92.106	451
92.131	500	92.157	452
92.183	500	92.207	452
92.233	500	92.258	451
92.284	499	92.309	453
92.334	500	92.360	451
92.385	500	92.410	452
92.436	500	92.461	451
92.487	500	92.511	453
92.537	499	92.562	451
92.588	500	92.613	451
92.638	500	92.664	451
92.689	500	92.714	451
92.740	500	92.765	452
