#Creator: pendulumviewEventBuffer
#Creation time: Tue Mar 12 17:31:44 2024
#Time A	Pos A	Time B	Pos B
#[s]	[au]	[s]	[au]
4.942	492	4.967	527
4.993	452	5.018	478
5.043	409	5.069	432
5.094	369	5.120	393
5.144	329	5.170	360
5.196	297	5.221	334
5.246	268	5.271	319
5.297	249	5.322	317
5.347	241	5.373	325
5.398	240	5.424	343
5.448	248	5.474	369
5.500	265	5.525	405
5.550	290	5.575	446
5.601	323	5.627	492
5.651	359	5.677	540
5.702	400	5.728	585
5.753	444	5.778	626
5.804	485	5.829	668
5.854	525	5.880	699
5.905	559	5.931	722
5.955	587	5.981	734
6.007	606	6.032	735
6.057	616	6.082	728
6.108	617	6.134	710
6.158	608	6.184	684
6.209	591	6.235	652
6.259	564	6.285	609
6.311	530	6.336	565
6.361	492	6.386	519
6.412	450	6.438	474
6.462	407	6.488	431
6.513	366	6.539	394
6.564	324	6.589	364
6.615	291	6.640	342
6.665	263	6.691	331
6.716	244	6.742	331
6.766	236	6.792	338
6.818	236	6.843	357
6.868	245	6.893	384
6.919	262	6.945	419
6.969	289	6.995	459
7.020	323	7.046	502
7.070	362	7.096	547
7.122	404	7.147	589
7.172	448	7.197	630
7.223	491	7.249	666
7.273	533	7.299	694
7.324	566	7.350	713
7.375	594	7.400	722
7.426	614	7.451	723
7.476	622	7.502	714
7.527	621	7.553	696
7.577	612	7.603	670
7.629	592	7.654	636
7.679	563	7.704	598
7.730	528	7.756	556
7.780	488	7.806	513
7.831	445	7.857	471
7.881	400	7.907	432
7.933	358	7.958	398
7.983	318	8.008	370
8.034	284	8.060	353
8.084	256	8.110	344
8.135	239	8.161	343
8.187	231	8.211	352
8.237	233	8.262	372
8.288	243	8.313	398
8.338	263	8.364	431
8.389	291	8.414	469
8.440	326	8.465	509
8.491	367	8.515	551
8.541	409	8.567	591
8.592	454	8.617	628
8.642	496	8.668	660
8.694	539	8.718	686
8.744	573	8.769	703
8.795	600	8.819	710
8.845	618	8.871	710
8.896	626	8.921	703
8.946	624	8.972	682
8.998	613	9.022	658
9.048	591	9.073	626
9.099	561	9.124	590
9.149	524	9.175	551
9.200	483	9.225	511
9.251	438	9.276	471
9.302	393	9.326	434
9.352	350	9.378	402
9.403	310	9.428	380
9.453	276	9.479	363
9.505	250	9.529	355
9.555	234	9.580	354
9.606	228	9.630	366
9.656	231	9.682	385
9.707	242	9.732	409
9.757	264	9.783	439
9.809	294	9.833	477
9.859	331	9.884	514
9.910	373	9.935	553
9.960	418	9.986	590
10.011	463	10.036	625
10.062	507	10.087	655
10.113	547	10.137	678
10.163	581	10.189	693
10.214	607	10.239	699
10.264	623	10.290	698
10.316	630	10.340	689
10.366	625	10.391	672
10.417	612	10.441	648
10.467	588	10.493	619
10.518	557	10.543	584
10.568	517	10.594	547
10.620	473	10.644	510
10.670	429	10.695	473
10.721	384	10.746	440
10.771	341	10.797	410
10.822	301	10.847	390
10.873	268	10.898	374
10.924	244	10.948	368
10.974	229	11.000	368
11.025	225	11.050	378
11.075	230	11.101	394
11.127	244	11.151	419
11.177	268	11.202	449
11.228	300	11.252	482
11.278	339	11.304	517
11.329	382	11.355	554
11.379	428	11.405	588
11.431	473	11.456	620
11.481	517	11.506	647
11.532	557	11.558	669
11.582	589	11.608	683
11.633	612	11.659	688
11.684	628	11.709	687
11.735	631	11.760	678
11.785	625	11.811	663
11.836	610	11.862	641
11.886	583	11.912	612
11.938	550	11.963	580
11.988	508	12.013	546
12.039	465	12.065	511
12.089	419	12.115	477
12.140	373	12.166	446
12.190	331	12.216	418
12.242	290	12.267	399
12.292	262	12.317	385
12.343	238	12.369	379
12.393	227	12.419	379
12.444	225	12.470	389
12.495	232	12.520	402
12.546	248	12.571	425
12.596	274	12.622	452
12.647	307	12.673	484
12.697	350	12.723	516
12.749	392	12.774	551
12.799	438	12.824	584
12.850	484	12.876	614
12.900	527	12.926	640
12.951	565	12.977	660
13.001	596	13.027	673
13.053	618	13.078	679
13.103	631	13.128	679
13.154	631	13.180	670
13.204	623	13.230	656
13.255	604	13.281	635
13.306	576	13.331	608
13.357	540	13.382	580
13.407	499	13.433	547
13.458	452	13.484	514
13.508	408	13.534	481
13.560	363	13.585	453
13.610	321	13.635	426
13.661	285	13.687	408
13.711	254	13.737	395
13.762	233	13.788	388
13.812	225	13.838	388
13.864	226	13.889	397
13.914	236	13.939	410
13.965	255	13.991	431
14.015	284	14.041	456
14.066	318	14.092	485
14.117	360	14.142	517
14.168	404	14.193	548
14.218	450	14.244	580
14.269	495	14.295	607
14.319	536	14.345	632
14.371	573	14.396	651
14.421	602	14.446	664
14.472	622	14.498	670
14.522	630	14.548	671
14.573	630	14.599	664
14.623	618	14.649	651
14.675	597	14.700	631
14.725	566	14.750	607
14.776	529	14.802	579
14.826	487	14.852	549
14.877	441	14.903	519
14.928	396	14.953	486
14.979	350	15.004	460
15.030	311	15.055	435
15.080	276	15.106	416
15.131	249	15.156	402
15.182	232	15.207	394
15.233	225	15.257	394
15.283	229	15.309	402
15.334	241	15.359	414
15.384	262	15.410	433
15.436	293	15.460	457
15.486	330	15.511	484
15.537	372	15.561	515
15.587	416	15.613	544
15.638	462	15.663	574
15.688	506	15.714	601
15.740	546	15.764	625
15.790	580	15.815	644
15.841	606	15.866	658
15.891	622	15.917	665
15.942	629	15.967	666
15.993	625	16.018	660
16.044	611	16.068	648
16.094	586	16.120	630
16.145	556	16.170	607
16.195	517	16.221	580
16.247	474	16.271	552
16.297	429	16.322	522
16.348	384	16.372	493
16.398	341	16.424	466
16.449	303	16.474	440
16.499	271	16.525	423
16.551	246	16.575	409
16.601	232	16.626	401
16.652	229	16.677	399
16.702	234	16.728	405
16.753	248	16.778	416
16.804	273	16.829	433
16.855	305	16.879	456
16.905	344	16.931	481
16.956	385	16.981	511
17.006	429	17.032	540
17.058	474	17.082	569
17.108	516	17.133	596
17.159	555	17.183	619
17.209	585	17.235	638
17.260	608	17.285	652
17.310	621	17.336	661
17.362	624	17.386	663
17.412	618	17.437	658
17.463	601	17.488	647
17.513	575	17.539	629
17.564	543	17.589	608
17.615	503	17.640	583
17.666	461	17.690	555
17.716	416	17.742	527
17.767	373	17.792	498
17.817	332	17.843	470
17.869	296	17.893	447
17.919	266	17.944	426
17.970	245	17.994	413
18.020	235	18.046	404
18.071	235	18.097	402
18.121	242	18.147	406
18.173	259	18.198	417
18.223	285	18.248	431
18.274	317	18.300	455
18.324	356	18.350	479
18.375	398	18.401	506
18.426	441	18.451	535
18.477	485	18.502	565
18.527	525	18.553	591
18.578	560	18.604	615
18.628	588	18.654	635
18.680	608	18.705	650
18.730	618	18.755	659
18.781	618	18.807	661
18.831	610	18.857	657
18.882	590	18.908	648
18.932	563	18.958	632
18.984	529	19.009	611
19.034	489	19.059	587
19.085	448	19.111	559
19.135	404	19.161	530
19.186	363	19.212	502
19.237	324	19.262	474
19.288	291	19.313	450
19.338	264	19.364	430
19.389	247	19.415	416
19.439	240	19.465	405
19.491	242	19.516	402
19.541	251	19.566	406
19.592	271	19.618	415
19.642	297	19.668	431
19.693	331	19.719	451
19.743	370	19.769	477
19.795	411	19.820	504
19.845	453	19.870	533
19.896	494	19.922	564
19.946	532	19.972	589
19.997	564	20.023	615
20.048	589	20.073	634
20.099	605	20.124	649
20.149	613	20.175	658
20.200	610	20.226	662
20.250	599	20.276	659
20.302	578	20.327	648
20.352	550	20.377	634
20.403	515	20.429	614
20.453	476	20.479	589
20.504	435	20.530	561
20.554	394	20.580	533
20.606	354	20.631	503
20.656	318	20.681	476
20.707	288	20.733	451
20.757	264	20.783	430
20.808	251	20.834	415
20.859	246	20.884	404
20.910	249	20.935	401
20.960	263	20.986	404
21.011	284	21.037	414
21.061	311	21.087	428
21.113	345	21.138	450
21.163	383	21.188	475
21.214	422	21.240	502
21.264	463	21.290	531
21.315	502	21.341	560
21.366	537	21.391	589
21.417	566	21.442	614
21.467	588	21.492	635
21.518	600	21.544	650
21.568	604	21.594	660
21.619	601	21.645	664
21.670	586	21.695	661
21.721	565	21.746	651
21.771	536	21.797	636
21.822	502	21.848	616
21.872	464	21.898	591
21.924	424	21.949	562
21.974	385	21.999	533
22.025	347	22.051	504
22.075	315	22.101	475
22.126	287	22.152	449
22.177	267	22.202	428
22.228	257	22.253	412
22.278	254	22.303	403
22.329	259	22.355	398
22.379	274	22.405	401
22.430	295	22.456	411
22.481	324	22.506	427
22.532	357	22.557	448
22.583	395	22.608	473
22.633	433	22.659	502
22.684	471	22.709	532
22.735	507	22.760	562
22.786	539	22.810	591
22.836	565	22.862	616
22.887	584	22.912	637
22.937	594	22.963	653
22.989	596	23.013	664
23.039	590	23.064	667
23.090	574	23.114	663
23.140	552	23.166	654
23.191	522	23.216	638
23.241	489	23.267	618
23.293	452	23.317	591
23.343	414	23.368	563
23.394	378	23.419	532
23.444	343	23.470	502
23.495	314	23.520	473
23.546	289	23.571	447
23.597	273	23.621	425
23.647	264	23.673	410
23.698	264	23.723	398
23.748	270	23.774	395
23.800	286	23.824	399
23.850	308	23.875	409
23.901	337	23.926	426
23.951	369	23.977	449
24.002	405	24.027	473
24.052	442	24.078	503
24.104	477	24.128	534
24.154	511	24.179	565
24.205	539	24.230	593
24.255	563	24.281	620
24.306	578	24.331	642
24.357	585	24.382	657
24.408	587	24.432	666
24.458	578	24.484	670
24.509	562	24.534	666
24.559	539	24.585	655
24.611	510	24.635	639
24.661	478	24.686	616
24.712	442	24.737	590
24.762	406	24.788	560
24.813	372	24.838	529
24.863	342	24.889	497
24.915	314	24.939	468
24.965	293	24.990	442
25.016	279	25.041	420
25.066	271	25.092	404
25.117	275	25.142	394
25.168	283	25.193	392
25.219	299	25.243	397
25.269	320	25.295	407
25.320	349	25.345	425
25.370	380	25.396	448
25.422	413	25.446	476
25.472	448	25.497	506
25.523	482	25.548	538
25.573	512	25.599	569
25.624	538	25.650	599
25.674	559	25.700	625
25.726	571	25.751	648
25.776	577	25.801	662
25.827	576	25.853	670
25.877	566	25.903	673
25.928	549	25.954	668
25.979	527	26.004	655
26.030	499	26.055	639
26.080	468	26.106	614
26.131	435	26.157	587
26.181	401	26.207	557
26.233	370	26.258	524
26.283	341	26.308	492
26.334	317	26.360	463
26.384	298	26.410	436
26.435	287	26.461	415
26.486	282	26.511	399
26.537	284	26.562	391
26.587	294	26.612	389
26.638	310	26.664	395
26.688	332	26.714	408
26.739	359	26.765	428
26.790	389	26.815	451
26.841	421	26.866	480
26.891	454	26.917	511
26.942	484	26.968	543
26.992	513	27.018	575
27.044	535	27.069	605
27.094	552	27.119	631
27.145	563	27.171	651
27.195	567	27.221	667
27.246	565	27.272	674
27.297	555	27.322	675
27.348	538	27.373	669
27.398	516	27.423	656
27.449	490	27.475	637
27.499	460	27.525	612
27.550	429	27.576	583
27.601	398	27.626	551
27.652	369	27.677	518
27.702	341	27.728	487
27.753	321	27.779	456
27.803	305	27.829	429
27.855	295	27.880	409
27.905	291	27.930	395
27.956	295	27.982	387
28.006	305	28.032	387
28.057	320	28.083	394
28.108	342	28.133	409
28.159	367	28.184	428
28.209	396	28.234	455
28.260	426	28.286	486
28.310	455	28.336	517
28.361	483	28.387	550
28.412	509	28.437	582
28.463	530	28.488	611
28.513	545	28.539	638
28.564	554	28.590	658
28.614	558	28.640	670
28.666	554	28.691	677
28.716	544	28.741	677
28.767	529	28.793	669
28.817	507	28.843	654
28.868	482	28.894	632
28.919	454	28.944	605
28.970	426	28.995	576
29.020	396	29.046	544
29.071	370	29.097	511
29.121	347	29.147	478
29.172	326	29.198	448
29.223	312	29.248	423
29.274	303	29.299	403
29.325	301	29.350	391
29.375	304	29.401	386
29.426	315	29.451	386
29.477	330	29.502	395
29.528	350	29.552	412
29.578	373	29.604	435
29.629	400	29.654	462
29.679	428	29.705	492
29.731	455	29.755	525
29.781	482	29.806	558
29.832	506	29.857	590
29.882	523	29.908	620
29.933	538	29.958	644
29.983	546	30.009	662
30.035	549	30.059	674
30.085	545	30.110	679
30.136	536	30.161	677
30.186	520	30.212	668
30.237	500	30.262	651
30.288	477	30.313	627
30.339	451	30.363	599
30.389	424	30.415	569
30.440	398	30.465	535
30.490	374	30.516	502
30.542	351	30.566	468
30.592	333	30.617	441
30.643	319	30.668	417
30.693	311	30.719	399
30.744	310	30.769	387
30.794	314	30.820	384
30.846	323	30.870	387
30.896	339	30.921	398
30.947	356	30.972	416
30.997	380	31.023	440
31.048	403	31.073	468
31.099	429	31.124	500
31.150	455	31.174	534
31.200	479	31.226	568
31.251	500	31.276	599
31.301	517	31.327	627
31.353	530	31.377	649
31.403	538	31.428	666
31.454	540	31.479	676
31.504	537	31.530	679
31.555	528	31.580	675
31.606	514	31.631	663
31.657	495	31.681	645
31.707	473	31.732	620
31.758	448	31.783	591
31.808	426	31.834	559
31.859	400	31.884	527
31.910	376	31.935	493
31.961	356	31.985	460
32.011	339	32.037	433
32.062	327	32.087	411
32.112	319	32.138	396
32.164	318	32.188	386
32.214	321	32.239	385
32.265	330	32.290	390
32.315	342	32.341	404
32.366	361	32.392	422
32.417	381	32.442	448
32.468	404	32.493	477
32.518	428	32.543	510
32.569	452	32.595	543
32.619	475	32.645	576
32.670	495	32.696	607
32.721	511	32.746	633
32.772	523	32.797	655
32.822	531	32.848	669
32.873	533	32.899	677
32.923	530	32.949	678
32.975	521	33.000	671
33.025	509	33.050	657
33.076	491	33.102	638
33.126	471	33.152	611
33.177	449	33.203	580
33.228	426	33.253	550
33.279	402	33.304	517
33.329	381	33.354	483
33.380	361	33.406	455
33.430	345	33.456	427
33.481	334	33.507	408
33.532	326	33.557	393
33.583	324	33.608	387
33.633	328	33.659	386
33.684	335	33.710	394
33.734	346	33.760	409
33.786	363	33.811	430
33.836	383	33.861	457
33.887	403	33.913	487
33.937	425	33.963	520
33.988	448	34.014	551
34.039	470	34.064	584
34.090	489	34.115	614
34.140	505	34.166	639
34.191	517	34.217	658
34.241	525	34.267	670
34.292	527	34.318	676
34.343	525	34.368	674
34.394	517	34.419	666
34.444	505	34.470	650
34.495	491	34.521	629
34.545	471	34.571	602
34.597	450	34.622	571
34.647	428	34.672	539
34.698	406	34.724	506
34.748	385	34.774	476
34.799	367	34.825	447
34.850	351	34.875	422
34.901	339	34.926	405
34.951	330	34.977	393
35.002	329	35.028	388
35.052	330	35.078	391
35.103	338	35.129	401
35.154	350	35.179	417
35.205	364	35.230	440
35.255	382	35.281	467
35.306	402	35.332	498
35.356	425	35.382	529
35.408	445	35.433	561
35.458	466	35.483	591
35.509	484	35.535	621
35.559	501	35.585	642
35.610	513	35.636	659
35.661	520	35.686	669
35.712	523	35.737	673
35.762	522	35.788	669
35.813	515	35.839	659
35.863	505	35.889	642
35.914	490	35.940	620
35.965	472	35.990	592
36.016	451	36.041	562
36.066	431	36.092	530
36.117	409	36.143	498
36.167	389	36.193	468
36.219	370	36.244	442
36.269	355	36.294	420
36.320	343	36.346	404
36.370	334	36.396	395
36.421	332	36.447	392
36.472	333	36.497	397
36.523	339	36.548	408
36.573	350	36.599	426
36.624	364	36.650	451
36.674	381	36.700	477
36.726	400	36.751	506
36.776	421	36.801	539
36.827	442	36.852	570
36.877	463	36.903	599
36.928	481	36.954	625
36.978	498	37.004	644
37.030	509	37.055	659
37.080	518	37.105	667
37.131	523	37.157	669
37.181	520	37.207	664
37.232	515	37.258	650
37.283	504	37.308	633
37.334	490	37.359	609
37.384	473	37.410	581
37.435	454	37.461	553
37.485	433	37.511	521
37.537	413	37.562	490
37.587	393	37.612	463
37.638	374	37.663	438
37.688	359	37.714	418
37.739	346	37.765	405
37.789	338	37.815	398
37.841	333	37.866	398
37.891	334	37.916	404
37.942	339	37.968	417
37.992	349	38.018	436
38.043	363	38.069	460
38.094	379	38.119	487
38.145	398	38.170	517
38.195	419	38.221	547
38.246	440	38.272	576
38.296	460	38.322	604
38.348	478	38.373	626
38.398	495	38.423	645
38.449	507	38.474	657
38.499	516	38.525	663
38.550	521	38.576	663
38.600	520	38.626	654
38.652	515	38.677	641
38.702	505	38.727	623
38.753	493	38.779	598
38.803	475	38.829	571
38.854	455	38.880	541
38.905	436	38.930	513
38.956	415	38.981	484
39.006	395	39.032	458
39.057	376	39.083	436
39.107	359	39.133	419
39.159	346	39.184	408
39.209	337	39.234	403
39.260	334	39.286	405
39.310	334	39.336	413
39.361	338	39.387	426
39.411	348	39.437	446
39.463	361	39.488	470
39.513	377	39.538	496
39.564	397	39.590	526
39.614	417	39.640	554
39.665	438	39.691	582
39.716	459	39.741	607
39.767	477	39.792	628
39.817	494	39.843	643
39.868	508	39.894	653
39.918	516	39.944	657
39.970	521	39.995	655
40.020	522	40.045	646
40.071	516	40.097	631
40.121	507	40.147	610
40.172	494	40.198	588
40.222	478	40.248	562
40.274	458	40.299	534
40.324	436	40.349	505
40.375	415	40.401	479
40.425	395	40.451	456
40.476	376	40.502	436
40.527	359	40.552	421
40.578	346	40.603	411
40.628	336	40.654	409
40.679	332	40.705	412
40.729	332	40.755	421
40.781	337	40.806	437
40.831	346	40.856	457
40.882	360	40.908	480
40.932	375	40.958	506
40.983	396	41.009	533
41.033	417	41.059	560
41.085	438	41.110	586
41.135	459	41.160	607
41.186	478	41.212	627
41.236	495	41.262	638
41.287	509	41.313	648
41.339	518	41.363	650
41.389	522	41.414	646
41.440	523	41.465	636
41.490	520	41.516	623
41.541	510	41.566	602
41.592	495	41.617	579
41.643	476	41.667	553
41.693	458	41.719	527
41.744	438	41.769	501
41.794	416	41.820	476
41.846	394	41.870	455
41.896	375	41.921	438
41.947	358	41.971	425
41.997	345	42.023	417
42.048	335	42.073	417
42.098	330	42.124	421
42.150	331	42.174	431
42.200	335	42.225	446
42.251	345	42.276	466
42.301	359	42.327	488
42.352	376	42.377	513
42.403	395	42.428	540
42.454	417	42.478	564
42.504	440	42.530	587
42.555	460	42.580	607
42.605	481	42.631	624
42.657	497	42.681	635
42.707	511	42.732	642
42.758	521	42.782	642
42.808	525	42.834	637
42.859	525	42.884	627
42.909	520	42.935	611
42.961	510	42.985	592
43.011	494	43.036	570
43.062	478	43.087	546
43.112	458	43.138	522
43.163	437	43.188	497
43.214	414	43.239	476
43.265	392	43.289	456
43.315	372	43.341	440
43.366	356	43.391	431
43.416	342	43.442	425
43.468	332	43.492	425
43.518	328	43.543	431
43.569	328	43.593	441
43.619	334	43.645	457
43.670	344	43.695	475
43.720	359	43.746	498
43.772	376	43.796	519
43.822	397	43.847	544
43.873	420	43.898	566
43.923	441	43.949	588
43.974	464	43.999	607
44.025	484	44.050	620
44.076	501	44.100	630
44.126	515	44.152	633
44.177	525	44.202	633
44.227	528	44.253	628
44.279	527	44.303	617
44.329	520	44.354	603
44.380	511	44.404	584
44.430	495	44.456	563
44.481	477	44.507	541
44.531	456	44.557	518
44.583	433	44.608	496
44.633	411	44.658	476
44.684	389	44.710	459
44.734	368	44.760	445
44.785	352	44.811	436
44.836	338	44.861	434
44.887	330	44.912	433
44.937	325	44.963	439
44.988	327	45.014	450
45.038	334	45.064	464
45.090	344	45.115	482
45.140	359	45.165	502
45.191	378	45.217	524
45.241	399	45.267	547
45.292	423	45.318	567
45.342	447	45.368	586
45.394	468	45.419	602
45.444	488	45.469	614
45.495	505	45.521	622
45.545	518	45.571	626
45.596	527	45.622	625
45.647	530	45.672	619
45.698	529	45.723	609
45.748	522	45.774	595
45.799	511	45.825	577
45.849	494	45.875	558
45.901	474	45.926	538
45.951	453	45.976	517
46.002	429	46.028	496
46.052	406	46.078	479
46.103	384	46.129	463
46.153	364	46.179	450
46.205	347	46.230	442
46.255	334	46.280	440
46.306	326	46.332	442
46.356	323	46.382	449
46.407	326	46.433	457
46.458	333	46.483	471
46.509	345	46.534	489
46.559	361	46.585	506
46.610	382	46.636	526
46.660	403	46.686	546
46.712	427	46.737	565
46.762	451	46.787	582
46.813	473	46.839	597
46.863	494	46.889	608
46.914	508	46.940	615
46.964	522	46.990	618
47.016	530	47.041	617
47.066	533	47.091	611
47.117	529	47.143	601
47.167	520	47.193	588
47.218	508	47.244	571
47.269	491	47.294	554
47.320	471	47.345	535
47.370	448	47.396	516
47.421	424	47.447	498
47.471	400	47.497	482
47.523	379	47.548	467
47.573	357	47.598	457
47.624	343	47.650	450
47.674	331	47.700	448
47.725	324	47.751	449
47.775	322	47.801	455
47.827	326	47.852	464
47.877	335	47.902	477
47.928	348	47.954	492
47.978	365	48.004	510
48.029	386	48.055	527
48.080	409	48.105	546
48.131	433	48.156	562
48.182	456	48.207	579
48.232	478	48.258	592
48.283	498	48.308	601
48.334	514	48.359	608
48.385	526	48.409	611
48.435	533	48.461	609
48.486	533	48.511	604
48.536	528	48.562	595
48.588	519	48.612	583
48.638	505	48.663	568
48.689	487	48.713	551
48.739	465	48.765	534
48.790	442	48.815	517
48.840	419	48.866	500
48.892	394	48.916	485
48.942	373	48.967	473
48.993	353	49.018	463
49.043	338	49.069	457
49.094	327	49.119	455
49.145	322	49.170	456
49.196	322	49.220	461
49.246	327	49.272	470
49.297	337	49.322	481
49.347	352	49.373	495
49.399	371	49.423	511
49.449	392	49.474	528
49.500	415	49.524	545
49.550	441	49.576	560
49.601	463	49.626	575
49.651	484	49.677	586
49.703	504	49.727	596
49.753	518	49.778	602
49.804	528	49.829	604
49.854	533	49.880	603
49.905	533	49.930	597
49.956	527	49.981	591
50.007	515	50.031	579
50.057	500	50.083	567
50.108	481	50.133	551
50.158	459	50.184	535
50.210	435	50.234	520
50.260	411	50.285	504
50.311	388	50.335	490
50.361	368	50.387	478
50.412	348	50.437	469
50.462	337	50.488	463
50.514	326	50.538	461
50.564	322	50.589	462
50.615	324	50.640	466
50.665	330	50.691	473
50.716	342	50.741	484
50.767	358	50.792	497
50.818	378	50.842	511
50.868	400	50.894	527
50.919	423	50.944	542
50.969	447	50.995	558
51.021	470	51.045	569
51.071	490	51.096	581
51.122	508	51.146	590
51.172	521	51.198	596
51.223	530	51.249	599
51.273	534	51.299	598
51.325	531	51.350	594
51.375	523	51.400	587
51.426	511	51.452	577
51.476	494	51.502	565
51.527	474	51.553	551
51.578	451	51.603	537
51.629	427	51.654	522
51.679	404	51.705	508
51.730	380	51.756	494
51.780	361	51.806	483
51.832	345	51.857	475
51.882	333	51.907	468
51.933	325	51.959	466
51.983	323	52.009	466
52.034	327	52.060	469
52.084	334	52.110	477
52.136	348	52.161	486
52.186	365	52.211	497
52.237	384	52.263	510
52.287	406	52.313	523
52.338	431	52.364	539
52.389	454	52.414	551
52.440	477	52.465	565
52.490	496	52.516	576
52.541	512	52.567	584
52.591	523	52.617	591
52.643	530	52.668	594
52.693	532	52.718	593
52.744	528	52.770	590
52.794	518	52.820	584
52.845	505	52.871	576
52.895	487	52.921	565
52.947	466	52.972	552
52.997	444	53.022	539
53.048	419	53.074	525
53.098	397	53.124	511
53.149	376	53.175	500
53.200	357	53.225	487
53.251	341	53.276	479
53.301	332	53.327	473
53.352	326	53.378	469
53.402	326	53.428	467
53.454	331	53.479	471
53.504	340	53.529	478
53.555	355	53.581	486
53.605	372	53.631	497
53.656	393	53.682	509
53.706	415	53.732	522
53.758	439	53.783	536
53.808	461	53.833	549
53.859	482	53.885	561
53.909	500	53.935	572
53.960	514	53.986	581
54.011	525	54.036	588
54.062	528	54.087	591
54.112	528	54.138	591
54.163	523	54.189	589
54.213	512	54.239	583
54.265	498	54.290	576
54.315	478	54.340	565
54.366	458	54.392	554
54.416	435	54.442	540
54.467	412	54.493	527
54.518	391	54.543	514
54.569	371	54.594	502
54.619	353	54.644	490
54.670	341	54.696	482
54.720	331	54.746	475
54.771	328	54.797	472
54.822	329	54.847	471
54.873	337	54.898	473
54.923	347	54.949	479
54.974	362	55.000	486
55.024	380	55.050	496
55.076	400	55.101	507
55.126	423	55.151	521
55.177	446	55.203	534
55.227	467	55.253	548
55.278	487	55.304	559
55.329	503	55.354	569
55.380	515	55.405	578
55.430	523	55.455	583
55.481	525	55.507	589
55.531	524	55.557	590
55.582	516	55.608	588
55.633	506	55.658	583
55.684	490	55.709	576
55.735	470	55.760	566
55.785	449	55.811	555
55.836	427	55.861	543
55.887	405	55.912	530
55.938	385	55.962	516
55.988	366	56.014	504
56.039	351	56.064	493
56.089	340	56.115	485
56.141	334	56.165	476
56.191	332	56.216	473
56.242	334	56.266	471
56.292	342	56.318	474
56.343	354	56.368	478
56.393	370	56.419	485
56.445	389	56.469	494
56.495	410	56.520	506
56.546	431	56.571	518
56.596	452	56.622	531
56.647	473	56.672	545
56.698	490	56.723	557
56.749	504	56.773	568
56.799	515	56.825	577
56.850	521	56.875	584
56.900	521	56.926	589
56.952	518	56.976	589
57.002	509	57.027	587
57.053	496	57.078	584
57.103	480	57.129	577
57.154	462	57.179	568
57.204	441	57.230	556
57.256	420	57.280	543
57.306	400	57.331	530
57.357	381	57.382	518
57.407	363	57.433	505
57.458	350	57.483	494
57.509	341	57.534	484
57.560	336	57.584	476
57.610	336	57.636	473
57.661	341	57.686	471
57.711	350	57.737	472
57.763	363	57.787	477
57.813	379	57.838	484
57.864	398	57.889	493
57.914	418	57.940	504
57.965	439	57.990	517
58.015	458	58.041	530
58.067	477	58.091	544
58.117	493	58.142	556
58.168	505	58.193	568
58.218	513	58.244	577
58.269	518	58.294	584
58.320	517	58.345	589
58.371	511	58.395	590
58.421	502	58.447	589
