#Creator: pendulumviewEventBuffer
#Creation time: Tue Mar 12 17:31:44 2024
#Time A	Pos A	Time B	Pos B
#[s]	[au]	[s]	[au]
56.850	459	56.875	423
56.900	479	56.926	402
56.951	497	56.976	384
57.002	511	57.027	372
57.053	519	57.077	367
57.103	522	57.129	366
57.154	519	57.179	373
57.204	510	57.230	385
57.256	496	57.280	403
57.306	479	57.331	426
57.357	458	57.382	452
57.407	435	57.433	479
57.458	411	57.483	506
57.508	389	57.534	533
57.560	367	57.584	555
57.610	348	57.635	574
57.661	333	57.686	589
57.711	323	57.737	597
57.762	318	57.787	600
57.813	319	57.838	596
57.864	325	57.888	584
57.914	337	57.940	571
57.965	353	57.990	551
58.015	372	58.041	527
58.067	395	58.091	501
58.117	419	58.142	474
58.168	441	58.193	448
58.218	464	58.244	423
58.269	483	58.294	402
58.319	500	58.345	385
58.371	512	58.395	374
58.421	519	58.446	366
58.472	520	58.497	372
58.522	515	58.548	378
58.573	506	58.598	390
58.624	493	58.649	409
58.675	473	58.699	431
58.725	452	58.751	455
58.776	429	58.801	481
58.826	405	58.852	508
58.878	382	58.902	533
58.928	361	58.953	556
58.979	344	59.004	573
59.029	330	59.055	587
59.080	322	59.106	593
59.130	319	59.156	594
59.182	321	59.207	590
59.232	328	59.257	581
59.283	341	59.309	566
59.333	358	59.359	546
59.384	376	59.410	523
59.435	399	59.460	497
59.486	423	59.511	472
59.536	447	59.562	445
59.587	469	59.613	423
59.637	487	59.663	403
59.689	502	59.714	387
59.739	513	59.764	377
59.790	518	59.816	374
59.840	518	59.866	375
59.891	513	59.917	383
59.942	502	59.967	395
59.993	487	60.018	413
60.043	468	60.068	434
60.094	446	60.120	458
60.144	423	60.170	484
60.195	401	60.221	509
60.246	377	60.271	533
60.297	358	60.322	554
60.347	341	60.373	571
60.398	329	60.424	584
60.448	321	60.474	590
60.500	320	60.525	591
60.550	324	60.575	586
60.601	332	60.627	576
60.651	345	60.677	561
60.702	362	60.728	542
60.753	383	60.778	519
60.804	406	60.829	494
60.854	429	60.879	469
60.905	451	60.931	445
60.955	472	60.981	425
61.006	490	61.032	405
61.057	504	61.082	389
61.108	514	61.133	381
61.158	518	61.184	378
61.209	517	61.235	381
61.259	511	61.285	389
61.311	500	61.336	401
61.361	484	61.386	419
61.412	464	61.438	440
61.462	442	61.488	464
61.513	419	61.539	487
61.564	395	61.589	511
61.615	374	61.640	534
61.665	355	61.690	553
61.716	339	61.742	569
61.766	328	61.792	579
61.817	321	61.843	585
61.868	320	61.893	586
61.919	325	61.944	580
61.969	334	61.995	570
62.020	349	62.046	555
62.070	366	62.096	536
62.122	387	62.147	514
62.172	410	62.197	490
62.223	433	62.249	467
62.273	456	62.299	443
62.324	475	62.350	422
62.375	494	62.400	407
62.426	507	62.451	393
62.476	516	62.502	385
62.527	518	62.553	383
62.577	516	62.603	386
62.628	509	62.654	394
62.679	497	62.704	408
62.730	479	62.755	424
62.781	459	62.806	445
62.831	438	62.857	467
62.882	415	62.907	490
62.933	391	62.958	514
62.984	369	63.008	534
63.034	352	63.060	552
63.085	336	63.110	567
63.135	326	63.161	576
63.187	321	63.211	581
63.237	321	63.262	580
63.288	326	63.313	575
63.338	337	63.364	565
63.389	352	63.414	549
63.439	370	63.465	530
63.491	392	63.515	509
63.541	414	63.566	486
63.592	438	63.617	464
63.642	460	63.668	442
63.693	479	63.718	423
63.744	496	63.769	408
63.795	508	63.819	397
63.845	516	63.871	390
63.896	518	63.921	388
63.946	515	63.972	390
63.998	506	64.022	400
64.048	493	64.073	413
64.099	475	64.124	430
64.149	456	64.175	450
64.200	434	64.225	471
64.250	411	64.276	494
64.302	387	64.326	516
64.352	367	64.377	535
64.403	349	64.428	553
64.453	335	64.479	564
64.504	326	64.529	573
64.555	321	64.580	576
64.606	322	64.630	575
64.656	328	64.682	568
64.707	339	64.732	558
64.757	354	64.783	543
64.809	374	64.833	525
64.859	394	64.884	504
64.910	418	64.935	482
64.960	441	64.986	461
65.011	462	65.036	441
65.062	482	65.087	423
65.113	498	65.137	409
65.163	510	65.188	399
65.214	517	65.239	394
65.264	518	65.290	394
65.315	513	65.340	398
65.366	504	65.391	406
65.417	491	65.441	420
65.467	472	65.493	437
65.518	454	65.543	455
65.568	430	65.594	476
65.620	407	65.644	497
65.670	385	65.695	517
65.721	365	65.746	536
65.771	347	65.797	551
65.822	334	65.848	562
65.873	325	65.898	571
65.924	321	65.949	572
65.974	323	65.999	571
66.025	330	66.051	563
66.075	341	66.101	551
66.126	358	66.152	536
66.177	377	66.202	519
66.228	398	66.253	498
66.278	421	66.304	478
66.329	443	66.355	459
66.379	464	66.405	439
66.431	484	66.456	424
66.481	499	66.506	410
66.532	510	66.558	400
66.582	516	66.608	398
66.633	517	66.659	398
66.684	513	66.709	403
66.735	503	66.760	412
66.785	488	66.810	426
66.836	470	66.862	443
66.886	450	66.912	462
66.937	427	66.963	481
66.988	404	67.013	501
67.039	383	67.064	520
67.089	363	67.115	538
67.140	346	67.166	550
67.190	333	67.216	561
67.242	325	67.267	566
67.292	322	67.317	568
67.343	323	67.369	564
67.393	332	67.419	556
67.444	344	67.470	545
67.495	358	67.520	529
67.546	380	67.571	513
67.596	400	67.622	492
67.647	424	67.673	474
67.697	448	67.723	455
67.748	466	67.774	438
67.799	485	67.824	423
67.850	500	67.875	411
67.900	509	67.926	404
67.951	515	67.977	401
68.001	516	68.027	403
68.053	510	68.078	408
68.103	501	68.128	419
68.154	486	68.180	432
68.204	468	68.230	449
68.255	447	68.281	466
68.306	426	68.331	486
68.357	403	68.382	505
68.407	382	68.433	522
68.458	362	68.484	538
68.508	346	68.534	551
68.559	334	68.585	559
68.610	325	68.635	562
68.661	323	68.686	563
68.711	326	68.737	560
68.762	334	68.788	550
68.812	346	68.838	539
68.864	362	68.889	524
68.914	382	68.939	507
68.965	403	68.991	488
69.015	426	69.041	470
69.066	447	69.092	452
69.117	468	69.142	436
69.168	486	69.193	423
69.218	500	69.244	412
69.269	510	69.295	405
69.319	516	69.345	405
69.370	515	69.396	407
69.421	509	69.446	414
69.472	498	69.497	425
69.522	485	69.548	438
69.573	466	69.599	454
69.623	445	69.649	472
69.675	423	69.700	491
69.725	401	69.750	509
69.776	380	69.802	525
69.826	361	69.852	539
69.877	345	69.903	549
69.928	334	69.953	557
69.979	327	70.004	560
70.029	325	70.055	558
70.080	328	70.106	554
70.130	336	70.156	545
70.182	348	70.207	533
70.232	365	70.257	518
70.283	384	70.308	501
70.333	404	70.359	482
70.384	428	70.410	465
70.434	449	70.460	449
70.486	468	70.511	434
70.536	486	70.561	423
70.587	500	70.613	414
70.637	509	70.663	409
70.688	513	70.714	408
70.739	512	70.764	412
70.790	507	70.815	420
70.840	496	70.866	431
70.891	481	70.917	443
70.941	464	70.967	461
70.993	444	71.018	479
71.043	422	71.068	495
71.094	400	71.119	512
71.144	379	71.170	527
71.195	361	71.221	540
71.245	346	71.271	550
71.297	334	71.322	555
71.347	328	71.372	557
71.398	326	71.424	556
71.448	330	71.474	549
71.499	338	71.525	539
71.550	351	71.575	527
71.601	365	71.626	511
71.651	387	71.677	496
71.702	407	71.728	478
71.752	428	71.778	460
71.804	450	71.829	446
71.854	469	71.879	432
71.905	486	71.930	422
71.955	501	71.981	415
72.006	508	72.032	410
72.056	511	72.082	412
72.108	510	72.133	416
72.158	505	72.183	425
72.209	494	72.235	436
72.259	479	72.285	450
72.310	461	72.336	467
72.361	441	72.386	483
72.412	420	72.437	500
72.462	399	72.488	514
72.513	380	72.539	530
72.563	361	72.589	542
72.615	345	72.640	548
72.665	336	72.690	553
72.716	332	72.742	554
72.766	329	72.792	551
72.817	333	72.843	545
72.867	340	72.893	534
72.919	355	72.944	521
72.969	370	72.994	506
73.020	389	73.046	489
73.070	409	73.096	472
73.121	429	73.147	457
73.172	450	73.197	444
73.223	468	73.248	430
73.273	485	73.299	421
73.324	497	73.350	417
73.374	506	73.400	413
73.426	509	73.451	416
73.476	508	73.501	422
73.527	502	73.553	430
73.577	492	73.603	442
73.628	476	73.654	456
73.678	459	73.704	472
73.730	439	73.755	488
73.780	419	73.805	504
73.831	400	73.857	519
73.881	379	73.907	531
73.932	363	73.958	542
73.983	348	74.008	548
74.034	338	74.059	553
74.084	333	74.110	552
74.135	332	74.161	548
74.185	336	74.211	541
74.237	345	74.262	530
74.287	356	74.312	515
74.338	373	74.364	501
74.388	390	74.414	485
74.439	411	74.465	469
74.489	432	74.515	454
74.541	451	74.566	441
74.591	469	74.616	430
74.642	483	74.668	420
74.692	496	74.718	416
74.743	503	74.769	416
74.794	506	74.819	418
74.845	504	74.870	425
74.895	498	74.921	434
74.946	487	74.972	446
74.996	474	75.022	461
75.048	457	75.073	477
75.098	437	75.123	492
75.149	416	75.175	508
75.199	398	75.225	522
75.250	378	75.276	534
75.300	363	75.326	542
75.352	350	75.377	549
75.403	340	75.427	551
75.453	335	75.479	550
75.504	335	75.529	544
75.554	338	75.580	536
75.606	348	75.630	525
75.656	361	75.681	511
75.707	374	75.732	496
75.757	393	75.783	480
75.808	411	75.833	464
75.859	432	75.884	450
75.910	451	75.934	435
75.960	468	75.986	426
76.011	483	76.036	420
76.061	493	76.087	417
76.113	500	76.137	416
76.163	503	76.188	421
76.214	501	76.238	428
76.264	495	76.290	438
76.315	485	76.340	451
76.365	470	76.391	465
76.417	454	76.441	481
76.467	435	76.492	496
76.518	417	76.543	512
76.568	398	76.594	525
76.619	380	76.644	536
76.670	365	76.695	544
76.721	352	76.745	549
76.771	343	76.797	550
76.822	339	76.847	548
76.872	338	76.898	542
76.924	343	76.948	531
76.974	351	76.999	521
77.025	364	77.049	508
77.075	378	77.101	492
77.126	395	77.151	477
77.176	414	77.202	461
77.228	432	77.252	448
77.278	451	77.303	435
77.329	467	77.354	426
77.379	480	77.405	420
77.430	491	77.455	417
77.481	497	77.506	419
77.532	499	77.556	423
77.582	497	77.608	431
77.633	491	77.658	442
77.683	482	77.709	455
77.735	468	77.759	470
77.785	451	77.810	485
77.836	434	77.860	500
77.886	415	77.912	515
77.937	397	77.962	528
77.987	380	78.013	537
78.039	366	78.063	545
78.089	354	78.114	550
78.140	346	78.165	549
78.190	343	78.216	546
78.241	343	78.266	539
78.292	347	78.317	530
78.343	356	78.368	518
78.393	367	78.419	503
78.444	382	78.470	488
78.494	398	78.520	473
78.546	415	78.571	458
78.596	434	78.621	444
78.647	450	78.673	434
78.697	466	78.723	426
78.748	478	78.774	420
78.798	488	78.824	417
78.850	494	78.875	419
78.900	496	78.925	425
78.951	493	78.977	434
79.001	487	79.027	445
79.052	478	79.078	458
79.103	464	79.128	473
79.154	448	79.179	489
79.204	432	79.230	503
79.255	414	79.281	518
79.305	396	79.331	529
79.357	382	79.382	539
79.407	367	79.432	546
79.458	357	79.484	549
79.508	349	79.534	548
79.559	346	79.585	544
79.609	347	79.635	537
79.661	351	79.686	526
79.711	360	79.736	514
79.762	369	79.788	500
79.812	385	79.838	485
79.863	400	79.889	468
79.914	417	79.939	455
79.965	436	79.990	442
80.015	449	80.041	431
80.066	465	80.092	424
80.116	477	80.142	419
80.168	485	80.193	418
80.218	490	80.243	420
80.269	492	80.295	427
80.319	489	80.345	436
80.370	483	80.396	447
80.420	473	80.446	461
80.472	460	80.497	476
80.522	446	80.547	492
80.573	429	80.599	506
80.623	413	80.649	520
80.674	397	80.700	531
80.725	381	80.750	541
80.776	369	80.801	546
80.826	359	80.852	549
80.877	353	80.903	548
80.927	351	80.953	542
80.979	351	81.004	535
81.029	356	81.054	524
81.080	364	81.106	512
81.130	375	81.156	497
81.181	389	81.207	482
81.231	403	81.257	467
81.283	419	81.308	451
81.333	436	81.358	442
81.384	450	81.410	429
81.434	464	81.460	423
81.485	475	81.511	420
81.536	482	81.561	418
81.587	487	81.612	422
81.638	487	81.663	430
81.688	485	81.714	438
81.739	478	81.764	449
81.790	468	81.815	464
81.841	457	81.865	478
81.891	443	81.917	494
81.942	427	81.967	509
81.992	411	82.018	522
82.044	397	82.068	532
82.094	383	82.119	541
82.145	371	82.169	546
82.195	362	82.221	546
82.246	356	82.271	546
82.296	354	82.322	541
82.348	354	82.372	533
82.398	360	82.423	522
82.449	368	82.474	509
82.499	378	82.525	495
82.550	392	82.575	480
82.601	405	82.626	465
82.652	419	82.676	451
82.702	435	82.728	437
82.753	450	82.778	430
82.803	463	82.829	423
82.855	473	82.879	417
82.905	480	82.930	420
82.956	483	82.980	423
83.006	483	83.032	431
83.057	480	83.082	440
83.107	474	83.133	453
83.159	463	83.183	467
83.209	452	83.234	481
83.260	440	83.285	496
83.310	425	83.336	510
83.361	410	83.386	522
83.412	396	83.437	535
83.463	383	83.487	541
83.513	373	83.539	546
83.564	365	83.589	547
83.614	360	83.640	545
83.666	358	83.690	539
83.716	359	83.741	531
83.767	364	83.791	519
83.817	373	83.843	507
83.868	383	83.893	492
83.918	396	83.944	476
83.970	409	83.994	463
84.020	423	84.045	450
84.071	440	84.096	438
84.121	450	84.147	428
84.172	462	84.197	423
84.223	470	84.248	420
84.274	477	84.298	421
84.324	480	84.350	425
84.375	480	84.400	432
84.425	476	84.451	442
84.477	469	84.501	455
84.527	460	84.552	468
84.578	448	84.602	483
84.628	436	84.654	498
84.679	422	84.705	511
84.729	409	84.755	524
84.781	395	84.806	535
84.831	384	84.856	542
84.882	374	84.908	545
84.932	367	84.958	546
84.983	363	85.009	544
85.034	362	85.059	538
85.085	364	85.110	529
85.135	370	85.161	518
85.186	377	85.212	505
85.236	387	85.262	490
85.288	401	85.313	477
85.338	412	85.363	462
85.389	426	85.415	450
85.439	438	85.465	438
85.490	450	85.516	429
85.540	462	85.566	423
85.592	469	85.617	421
85.642	474	85.667	422
85.693	476	85.719	426
85.743	476	85.769	434
85.794	470	85.820	444
85.845	466	85.870	456
85.896	455	85.921	470
85.946	445	85.972	484
85.997	432	86.023	499
86.047	419	86.073	512
86.099	406	86.124	524
86.149	395	86.174	532
86.200	384	86.226	541
86.250	375	86.276	545
86.301	370	86.327	545
86.351	366	86.377	541
86.403	367	86.428	537
86.453	369	86.478	527
86.504	374	86.530	516
86.554	382	86.580	501
86.605	392	86.631	488
86.656	403	86.681	475
86.707	415	86.732	461
86.757	429	86.783	449
86.808	440	86.834	438
86.858	450	86.884	430
86.910	460	86.935	424
86.960	466	86.985	422
87.011	471	87.037	424
87.061	472	87.087	429
87.112	471	87.138	435
87.162	468	87.188	446
87.214	461	87.239	459
87.264	451	87.289	472
87.315	440	87.341	486
87.365	429	87.391	500
87.416	416	87.442	511
87.467	405	87.492	523
87.518	394	87.543	534
87.568	384	87.594	540
87.619	376	87.645	543
87.669	372	87.695	543
87.721	369	87.746	539
87.771	369	87.796	534
87.822	373	87.848	525
87.872	379	87.898	515
87.923	386	87.949	501
87.974	396	87.999	486
88.025	407	88.050	473
88.075	419	88.100	461
88.126	430	88.152	449
88.176	441	88.202	438
88.227	451	88.253	430
88.278	460	88.303	426
88.329	465	88.354	424
88.379	468	88.405	426
88.430	469	88.456	430
88.480	467	88.506	438
88.532	462	88.557	448
88.582	456	88.607	460
88.633	447	88.659	473
88.683	436	88.709	487
88.734	425	88.760	500
88.785	414	88.810	513
88.836	401	88.861	524
88.886	393	88.911	533
88.937	385	88.963	539
88.987	378	89.013	542
89.038	375	89.064	541
89.089	373	89.114	538
89.140	373	89.165	532
89.191	377	89.216	523
89.241	384	89.267	512
89.292	391	89.317	499
89.343	401	89.368	486
89.394	410	89.418	473
89.444	421	89.470	460
89.495	433	89.520	449
89.545	443	89.571	438
89.597	452	89.621	432
89.647	459	89.672	427
89.698	464	89.722	424
89.748	466	89.774	428
89.799	466	89.824	433
89.849	464	89.875	440
89.901	458	89.925	450
89.951	451	89.976	462
90.002	443	90.027	475
90.052	433	90.078	488
90.103	422	90.128	501
90.154	411	90.179	513
90.205	401	90.229	522
90.255	392	90.281	531
90.306	384	90.331	536
90.356	379	90.382	540
90.408	376	90.432	539
90.458	375	90.483	536
90.509	377	90.534	528
90.559	381	90.585	521
90.610	386	90.635	510
90.660	395	90.686	498
90.712	404	90.736	485
90.762	414	90.787	472
90.813	424	90.838	460
90.863	435	90.889	449
90.914	444	90.939	440
90.965	452	90.990	433
91.016	457	91.040	431
91.066	462	91.092	429
91.117	464	91.142	430
91.167	463	91.193	435
91.219	461	91.243	443
91.269	453	91.294	453
91.320	448	91.345	463
91.370	441	91.396	476
91.421	429	91.446	489
91.471	417	91.497	501
91.523	409	91.547	512
91.573	399	91.598	522
91.624	391	91.649	529
91.674	384	91.700	535
91.725	380	91.750	536
91.776	378	91.801	536
91.827	377	91.851	533
91.877	380	91.903	526
91.928	384	91.953	518
91.978	391	92.004	508
92.030	400	92.054	497
92.080	408	92.105	484
92.131	417	92.156	472
92.181	427	92.207	460
92.232	437	92.258	449
92.282	446	92.308	442
92.334	452	92.359	436
92.384	458	92.409	432
92.435	462	92.461	431
92.485	462	92.511	433
92.536	461	92.562	438
92.587	456	92.612	445
92.638	452	92.663	454
92.688	445	92.714	466
92.739	435	92.765	477
92.789	425	92.815	489
92.841	415	92.866	500
92.891	407	92.916	512
92.942	398	92.968	521
92.992	390	93.018	528
93.043	384	93.069	532
93.094	381	93.119	534
93.145	379	93.170	533
93.195	380	93.220	530
93.246	383	93.272	524
93.296	387	93.322	515
93.347	394	93.373	505
93.398	402	93.423	494
93.449	410	93.474	483
93.499	421	93.525	472
93.550	431	93.576	461
93.600	439	93.626	451
93.652	447	93.677	443
93.702	453	93.727	438
93.753	457	93.779	435
93.803	460	93.829	433
93.854	461	93.880	437
93.905	458	93.930	441
93.956	454	93.981	448
94.006	448	94.031	458
94.057	440	94.083	467
94.107	433	94.133	478
94.158	422	94.184	491
94.209	413	94.234	500
94.260	404	94.285	510
94.310	396	94.336	519
94.361	390	94.387	525
94.411	385	94.437	530
94.463	381	94.488	531
94.513	381	94.538	529
94.564	382	94.590	527
94.614	385	94.640	520
94.665	390	94.691	513
94.716	398	94.741	503
94.767	405	94.792	493
94.817	415	94.842	481
94.868	423	94.894	471
94.918	433	94.944	461
94.969	441	94.995	452
95.020	448	95.045	444
95.071	453	95.096	439
95.121	458	95.147	436
95.172	459	95.198	438
95.222	458	95.248	440
95.274	456	95.299	444
95.324	452	95.349	451
95.375	446	95.401	459
95.425	438	95.451	470
95.476	429	95.502	480
95.527	420	95.552	490
95.578	411	95.603	501
95.628	402	95.654	510
95.679	395	95.705	518
95.729	389	95.755	523
95.780	385	95.806	527
95.831	382	95.856	528
95.882	382	95.907	525
95.933	384	95.958	522
95.983	388	96.009	517
96.034	393	96.059	509
96.085	400	96.110	501
96.136	409	96.160	490
96.186	417	96.212	480
96.237	427	96.262	471
96.287	435	96.313	461
96.339	443	96.363	453
96.389	448	96.414	447
96.440	454	96.465	443
96.490	457	96.516	441
96.541	459	96.566	440
96.591	458	96.617	443
96.643	453	96.667	448
96.693	449	96.718	455
96.744	443	96.769	463
96.794	436	96.820	472
96.845	427	96.870	481
96.896	418	96.921	491
96.947	408	96.971	501
96.997	401	97.023	509
97.048	394	97.073	516
97.098	388	97.124	521
97.150	386	97.174	524
97.200	383	97.225	524
97.251	383	97.276	523
97.301	385	97.327	519
97.352	390	97.377	513
97.402	395	97.428	506
97.454	404	97.478	497
97.504	411	97.529	490
97.555	419	97.580	479
97.605	427	97.631	470
97.656	437	97.681	462
97.707	443	97.732	455
97.758	450	97.782	449
97.808	454	97.834	446
97.859	457	97.884	444
97.909	457	97.935	444
97.961	456	97.985	447
98.011	453	98.036	452
98.062	445	98.087	458
98.112	440	98.138	466
98.163	432	98.188	475
98.214	424	98.239	483
98.265	415	98.289	492
98.315	407	98.340	500
98.366	400	98.391	508
98.416	393	98.442	514
98.467	389	98.492	515
98.518	384	98.543	520
98.569	384	98.593	521
98.619	384	98.645	520
98.670	387	98.695	515
98.720	391	98.746	510
98.772	396	98.796	504
98.822	405	98.847	495
98.873	413	98.898	487
98.923	421	98.949	479
98.974	430	99.000	470
99.025	437	99.050	461
99.076	445	99.101	457
99.126	450	99.151	452
99.177	454	99.203	448
99.227	456	99.253	447
99.278	457	99.304	448
99.329	455	99.354	451
99.380	451	99.405	455
99.430	446	99.456	461
99.481	438	99.507	469
99.531	431	99.557	477
99.583	423	99.608	484
99.633	415	99.658	493
99.684	406	99.710	500
99.734	399	99.760	506
99.785	393	99.811	512
99.836	388	99.861	516
99.887	385	99.912	517
99.937	385	99.962	517
99.988	387	100.014	515
100.038	389	100.064	513
100.089	393	100.115	506
100.140	400	100.165	500
100.191	407	100.216	492
100.241	415	100.267	484
100.292	423	100.318	476
100.342	432	100.368	469
100.394	439	100.419	461
100.444	446	100.469	457
100.495	448	100.521	453
100.545	454	100.571	451
100.596	456	100.622	450
100.647	455	100.672	451
100.698	453	100.723	455
100.748	450	100.774	459
100.799	443	100.825	465
100.849	437	100.875	471
100.900	429	100.926	479
100.951	421	100.976	487
101.002	413	101.027	494
101.052	405	101.078	499
101.103	399	101.129	506
101.153	393	101.179	510
101.205	388	101.230	513
101.255	386	101.280	514
101.306	386	101.332	513
101.356	387	101.382	510
101.407	392	101.433	507
101.458	394	101.483	503
101.509	402	101.534	496
101.559	408	101.585	489
101.610	416	101.636	482
101.660	423	101.686	476
101.711	432	101.737	467
101.762	439	101.787	461
101.813	445	101.838	458
101.863	451	101.889	456
101.914	453	101.940	454
101.964	455	101.990	454
102.016	454	102.041	455
102.066	453	102.091	459
102.117	448	102.143	464
102.167	442	102.193	469
102.218	434	102.244	474
102.269	428	102.294	481
102.320	421	102.345	488
102.370	412	102.396	494
102.421	404	102.447	500
102.471	398	102.497	505
102.522	393	102.548	508
102.573	389	102.598	511
102.624	386	102.649	511
102.674	387	102.700	510
102.725	389	102.751	507
102.775	392	102.801	503
102.827	397	102.852	499
102.877	402	102.902	493
102.928	409	102.954	487
102.978	419	103.004	481
103.029	425	103.055	476
103.080	433	103.105	469
103.131	439	103.156	464
103.181	445	103.207	460
103.232	448	103.258	458
103.282	453	103.308	457
103.334	454	103.359	457
103.384	453	103.409	459
103.435	450	103.460	463
103.485	447	103.511	468
103.536	441	103.562	472
103.586	434	103.612	477
103.638	427	103.663	484
103.688	419	103.713	491
103.739	411	103.765	494
103.789	405	103.815	500
103.840	398	103.866	504
103.891	394	103.916	506
103.942	390	103.967	508
103.992	388	104.018	507
104.043	388	104.069	506
104.093	390	104.119	504
104.145	393	104.170	500
104.195	398	104.220	495
104.246	404	104.271	490
104.296	410	104.322	484
104.347	418	104.373	476
104.397	425	104.423	473
104.449	433	104.474	468
104.499	439	104.524	464
104.550	445	104.576	463
104.600	449	104.626	460
104.651	452	104.677	460
104.702	453	104.727	460
104.753	452	104.778	463
104.803	449	104.829	465
104.854	444	104.880	471
104.904	440	104.930	475
104.956	433	104.981	480
105.006	426	105.031	487
105.057	419	105.082	492
105.107	412	105.133	495
105.158	405	105.184	500
105.208	399	105.234	502
105.260	394	105.285	504
105.310	391	105.335	505
105.361	389	105.387	504
105.411	389	105.437	503
105.462	391	105.488	500
105.513	395	105.538	496
105.564	399	105.589	492
105.614	405	105.640	487
105.665	411	105.691	482
105.715	418	105.741	477
105.767	426	105.792	471
105.817	433	105.842	468
105.868	439	105.894	465
105.918	445	105.944	463
105.969	448	105.995	462
106.019	451	106.045	462
106.071	453	106.096	464
106.121	450	106.146	467
106.172	448	106.198	470
106.222	444	106.248	472
106.273	439	106.299	478
106.324	433	106.349	484
106.375	426	106.400	488
106.425	418	106.451	492
106.476	412	106.502	495
106.526	405	106.552	499
106.578	401	106.603	501
106.628	396	106.653	502
106.679	392	106.705	503
106.729	391	106.755	501
106.780	391	106.806	500
106.830	393	106.856	497
106.882	395	106.907	494
106.932	400	106.957	489
106.983	406	107.009	484
107.033	412	107.059	480
107.084	418	107.110	475
107.135	426	107.160	472
107.186	432	107.211	468
107.236	438	107.262	466
107.287	442	107.313	464
107.337	447	107.363	464
107.389	449	107.414	466
107.439	450	107.464	468
107.490	449	107.516	469
107.540	446	107.566	473
107.591	442	107.617	476
107.641	438	107.667	480
107.693	432	107.718	485
107.743	425	107.768	489
107.794	418	107.820	493
107.844	412	107.870	497
107.895	406	107.921	499
107.947	401	107.971	500
107.997	398	108.022	501
108.048	393	108.073	501
108.098	393	108.124	500
108.149	392	108.174	496
108.200	394	108.225	494
108.251	396	108.275	490
108.301	401	108.327	486
108.352	406	108.377	482
108.402	413	108.428	477
108.454	419	108.478	474
108.504	425	108.529	471
108.555	432	108.579	469
108.605	437	108.631	467
108.656	442	108.681	466
108.706	445	108.732	466
108.758	447	108.782	468
108.808	450	108.833	469
108.859	447	108.884	473
108.909	445	108.935	476
108.960	442	108.985	479
109.011	437	109.036	483
109.062	431	109.086	486
109.112	425	109.138	490
109.163	419	109.188	494
109.213	413	109.239	496
109.265	407	109.289	498
109.315	402	109.340	499
109.366	398	109.390	499
109.416	395	109.442	498
109.467	394	109.492	495
109.517	394	109.543	494
109.569	395	109.593	491
109.619	399	109.644	488
109.670	403	109.695	484
109.720	407	109.746	480
109.771	413	109.796	477
109.822	419	109.847	474
109.873	425	109.897	471
109.923	429	109.949	469
109.974	436	109.999	468
110.024	440	110.050	467
110.076	443	110.100	469
110.126	445	110.151	469
110.177	447	110.201	472
110.227	446	110.253	475
110.278	443	110.303	478
110.328	440	110.354	481
110.380	436	110.404	485
110.430	431	110.455	488
110.481	425	110.506	491
110.531	419	110.557	494
110.582	414	110.607	496
110.633	408	110.658	497
110.684	403	110.708	497
110.734	400	110.760	497
110.785	398	110.810	496
110.835	396	110.861	493
110.887	396	110.911	492
110.937	398	110.962	488
110.988	400	111.012	485
111.038	403	111.064	481
111.089	408	111.115	478
111.139	413	111.165	475
111.191	419	111.216	473
111.241	425	111.266	471
111.292	430	111.318	470
111.342	434	111.368	469
111.393	439	111.419	469
111.444	442	111.469	471
111.495	444	111.520	472
111.545	445	111.571	474
111.596	444	111.622	477
111.646	442	111.672	481
111.698	439	111.723	483
111.748	436	111.773	486
111.799	431	111.825	489
111.849	426	111.875	491
111.900	420	111.926	494
111.950	414	111.976	496
112.002	410	112.027	496
112.052	405	112.077	497
112.103	402	112.129	496
112.153	400	112.179	494
112.204	398	112.230	492
112.255	398	112.280	489
112.306	399	112.331	487
112.356	401	112.382	484
112.407	405	112.433	480
112.457	408	112.483	477
112.509	413	112.534	475
112.559	416	112.584	473
112.610	423	112.636	471
112.660	429	112.686	469
112.711	433	112.737	471
112.761	437	112.787	470
112.813	440	112.838	473
112.863	441	112.888	474
112.914	443	112.940	476
112.964	442	112.990	479
113.015	440	113.041	482
113.066	438	113.091	485
113.117	434	113.142	487
113.167	429	113.193	490
113.218	425	113.244	492
113.268	421	113.294	494
113.320	416	113.345	495
113.370	409	113.395	495
113.421	408	113.447	494
113.471	404	113.497	494
113.522	401	113.548	492
113.572	401	113.598	490
113.624	400	113.649	488
113.674	401	113.699	484
113.725	403	113.751	482
113.775	406	113.801	479
113.826	409	113.852	476
113.877	413	113.902	474
113.928	419	113.953	473
113.978	423	114.004	472
114.029	428	114.055	470
114.079	432	114.105	472
114.131	435	114.156	472
114.181	438	114.206	472
114.232	439	114.258	475
114.282	440	114.308	477
114.333	440	114.359	481
114.383	438	114.409	483
114.435	436	114.460	485
114.485	434	114.510	488
114.536	431	114.562	490
114.586	426	114.612	492
114.637	421	114.663	493
114.688	417	114.713	494
114.739	413	114.764	494
114.790	409	114.815	493
114.840	406	114.866	492
114.891	403	114.916	490
114.942	402	114.967	488
114.993	402	115.017	486
115.043	403	115.069	483
115.094	404	115.119	480
115.144	407	115.170	479
115.196	410	115.220	477
115.246	414	115.271	474
115.297	418	115.321	473
115.347	422	115.373	472
115.398	426	115.423	472
115.448	430	115.474	473
115.500	433	115.524	474
115.550	436	115.575	475
115.601	438	115.626	478
