#Creator: pendulumviewEventBuffer
#Creation time: Tue Mar 12 17:31:44 2024
#Time A	Pos A	Time B	Pos B
#[s]	[au]	[s]	[au]
57.053	522	57.077	485
57.103	528	57.128	489
57.154	529	57.179	494
57.204	527	57.230	498
57.255	519	57.280	503
57.306	509	57.331	507
57.357	497	57.381	508
57.407	479	57.433	509
57.458	461	57.483	510
57.508	442	57.534	509
57.560	424	57.584	507
57.610	406	57.635	505
57.661	390	57.686	500
57.711	381	57.737	496
57.762	371	57.787	491
57.812	367	57.838	485
57.864	366	57.888	480
57.914	370	57.939	475
57.965	378	57.990	472
58.015	390	58.041	469
58.066	404	58.091	465
58.117	420	58.142	465
58.168	438	58.192	464
58.218	456	58.244	464
58.269	474	58.294	468
58.319	491	58.345	471
58.371	505	58.395	476
58.421	515	58.446	481
58.472	521	58.497	488
58.522	525	58.548	493
58.573	525	58.598	498
58.624	519	58.649	504
58.675	510	58.699	507
58.725	498	58.750	512
58.776	483	58.801	515
58.826	466	58.852	516
58.877	448	58.902	515
58.928	431	58.953	515
58.979	414	59.003	511
59.029	399	59.055	506
59.080	387	59.105	500
59.130	377	59.156	495
59.182	372	59.206	488
59.232	370	59.257	482
59.283	372	59.308	474
59.333	379	59.359	469
59.384	388	59.410	464
59.435	401	59.460	461
59.486	416	59.511	458
59.536	432	59.561	458
59.587	450	59.613	459
59.637	467	59.663	461
59.688	482	59.714	465
59.739	496	59.764	470
59.790	508	59.815	476
59.840	516	59.866	484
59.891	521	59.917	491
59.941	520	59.967	497
59.993	516	60.018	505
60.043	510	60.068	511
60.094	499	60.120	517
60.144	486	60.170	519
60.195	471	60.221	521
60.246	454	60.271	522
60.297	438	60.322	519
60.347	422	60.372	516
60.398	407	60.424	512
60.448	395	60.474	505
60.499	385	60.525	498
60.550	378	60.575	491
60.601	375	60.626	482
60.651	376	60.677	475
60.702	381	60.728	469
60.752	389	60.778	462
60.804	400	60.829	457
60.854	413	60.879	455
60.905	427	60.931	453
60.955	443	60.981	452
61.006	460	61.032	456
61.057	475	61.082	460
61.108	488	61.133	466
61.158	500	61.184	472
61.209	509	61.235	480
61.259	515	61.285	488
61.310	515	61.336	496
61.361	514	61.386	505
61.412	508	61.437	512
61.462	499	61.488	517
61.513	488	61.539	522
61.563	474	61.589	525
61.615	460	61.640	526
61.665	444	61.690	524
61.716	429	61.742	522
61.766	415	61.792	517
61.817	403	61.843	511
61.868	392	61.893	503
61.919	385	61.944	494
61.969	381	61.995	486
62.020	382	62.046	477
62.070	384	62.096	469
62.121	390	62.147	461
62.172	399	62.197	456
62.223	411	62.248	451
62.273	424	62.299	448
62.324	439	62.350	448
62.374	453	62.400	450
62.426	466	62.451	454
62.476	480	62.501	460
62.527	495	62.553	467
62.577	502	62.603	475
62.628	506	62.654	484
62.679	510	62.704	493
62.730	510	62.755	503
62.780	505	62.806	512
62.831	498	62.857	519
62.881	489	62.907	524
62.932	475	62.958	528
62.983	463	63.008	530
63.034	451	63.059	530
63.084	436	63.110	527
63.135	423	63.161	522
63.185	410	63.211	516
63.237	400	63.262	508
63.287	393	63.312	499
63.338	389	63.364	489
63.388	387	63.414	480
63.439	389	63.465	470
63.490	393	63.515	462
63.541	400	63.566	454
63.591	410	63.617	449
63.642	422	63.668	446
63.692	434	63.718	445
63.744	448	63.769	445
63.794	461	63.819	449
63.845	473	63.870	455
63.895	483	63.921	462
63.946	493	63.972	470
63.996	500	64.022	480
64.048	503	64.073	490
64.098	503	64.123	500
64.149	501	64.175	511
64.199	495	64.225	518
64.250	487	64.276	527
64.301	478	64.326	530
64.352	466	64.377	533
64.402	454	64.428	533
64.453	442	64.479	532
64.503	429	64.529	527
64.555	417	64.580	521
64.605	408	64.630	513
64.656	401	64.681	503
64.706	397	64.732	492
64.757	393	64.783	482
64.807	393	64.833	473
64.859	398	64.884	463
64.909	402	64.934	454
64.960	411	64.986	448
65.010	420	65.036	444
65.061	432	65.087	443
65.112	443	65.137	441
65.163	455	65.188	445
65.213	466	65.239	450
65.264	476	65.290	457
65.314	485	65.340	466
65.366	491	65.391	476
65.416	495	65.441	487
65.467	497	65.492	497
65.517	496	65.543	507
65.568	492	65.594	516
65.618	485	65.644	525
65.670	478	65.695	531
65.720	468	65.745	535
65.771	457	65.797	535
65.821	447	65.847	535
65.872	435	65.898	531
65.923	425	65.948	525
65.974	416	65.999	517
66.024	408	66.050	508
66.075	403	66.101	497
66.125	400	66.151	486
66.177	399	66.202	476
66.227	401	66.252	464
66.278	406	66.304	456
66.328	412	66.354	448
66.379	420	66.405	442
66.429	430	66.455	440
66.481	440	66.506	439
66.531	450	66.556	442
66.582	460	66.608	446
66.632	469	66.658	454
66.683	478	66.709	462
66.734	483	66.759	472
66.785	487	66.810	482
66.835	490	66.861	493
66.886	490	66.912	505
66.936	487	66.962	515
66.988	483	67.013	523
67.038	476	67.063	530
67.089	468	67.115	536
67.139	460	67.165	537
67.190	450	67.216	537
67.240	440	67.266	534
67.292	431	67.317	528
67.342	423	67.367	521
67.393	416	67.419	512
67.443	411	67.469	501
67.494	408	67.520	490
67.545	407	67.570	478
67.596	407	67.621	468
67.646	411	67.672	457
67.697	415	67.723	450
67.747	423	67.773	443
67.799	429	67.824	440
67.849	437	67.874	438
67.900	446	67.926	439
67.950	455	67.976	442
68.001	463	68.027	449
68.051	470	68.077	458
68.103	476	68.128	467
68.153	480	68.178	478
68.204	483	68.230	489
68.254	483	68.280	501
68.305	483	68.331	512
68.356	479	68.381	521
68.407	473	68.432	529
68.457	468	68.483	535
68.508	460	68.534	538
68.558	453	68.584	538
68.610	445	68.635	536
68.660	437	68.685	531
68.711	430	68.737	525
68.761	424	68.787	516
68.812	419	68.838	505
68.862	416	68.888	494
68.914	413	68.939	482
68.965	415	68.989	470
69.015	416	69.041	460
69.066	419	69.091	452
69.116	423	69.142	446
69.168	430	69.192	440
69.218	436	69.243	437
69.269	443	69.294	438
69.319	450	69.345	441
69.370	457	69.395	447
69.421	463	69.446	454
69.472	468	69.496	464
69.522	473	69.548	474
69.573	475	69.598	486
69.623	476	69.649	498
69.675	476	69.699	508
69.725	473	69.750	518
69.776	470	69.800	527
69.826	466	69.852	534
69.877	460	69.902	537
69.927	454	69.953	539
69.979	447	70.003	537
70.029	442	70.054	533
70.080	436	70.105	527
70.130	431	70.156	519
70.181	426	70.206	509
70.232	422	70.257	498
70.283	421	70.307	486
70.333	420	70.359	475
70.384	421	70.409	465
70.434	424	70.460	456
70.486	427	70.510	447
70.536	431	70.561	441
70.587	436	70.611	439
70.637	441	70.663	438
70.688	447	70.713	440
70.738	452	70.764	445
70.790	458	70.814	452
70.840	462	70.865	461
70.891	466	70.916	471
70.941	467	70.967	482
70.992	469	71.017	493
71.043	470	71.068	504
71.094	468	71.118	515
71.144	466	71.170	524
71.195	463	71.220	529
71.245	459	71.271	536
71.297	456	71.321	538
71.347	450	71.372	537
71.398	446	71.422	534
71.448	440	71.474	529
71.499	437	71.524	521
71.549	433	71.575	512
71.601	431	71.625	502
71.651	429	71.676	490
71.702	428	71.727	480
71.752	428	71.778	469
71.803	428	71.828	459
71.854	431	71.879	450
71.905	434	71.930	444
71.955	437	71.981	441
72.006	442	72.032	439
72.056	444	72.082	440
72.108	449	72.133	444
72.158	453	72.183	450
72.209	456	72.235	458
72.259	459	72.285	469
72.310	459	72.336	478
72.360	462	72.386	488
72.412	463	72.437	500
72.462	462	72.487	511
72.513	461	72.539	520
72.563	459	72.589	528
72.614	457	72.640	533
72.665	454	72.690	536
72.716	450	72.741	536
72.766	448	72.792	534
72.817	445	72.843	529
72.867	442	72.893	523
72.919	439	72.944	515
72.969	437	72.994	505
73.020	435	73.046	495
73.070	435	73.096	483
73.121	434	73.147	471
73.171	435	73.197	463
73.223	436	73.248	454
73.273	437	73.298	447
73.324	438	73.350	443
73.374	442	73.400	440
73.425	444	73.451	441
73.476	446	73.501	444
73.527	449	73.552	449
73.577	451	73.603	456
73.628	453	73.654	465
73.678	454	73.704	475
73.730	455	73.755	485
73.780	456	73.805	496
73.831	456	73.857	506
73.881	457	73.907	515
73.932	455	73.958	523
73.982	454	74.008	528
74.034	452	74.059	532
74.084	451	74.109	534
74.135	449	74.161	533
74.185	447	74.211	530
74.236	445	74.262	524
74.287	444	74.312	516
74.338	443	74.363	507
74.388	441	74.414	497
74.439	441	74.465	487
74.489	440	74.515	477
74.541	440	74.566	466
74.591	441	74.616	458
74.642	440	74.668	452
74.692	442	74.718	446
74.743	443	74.769	444
74.793	444	74.819	443
74.845	445	74.870	445
74.895	446	74.920	449
74.946	447	74.972	456
74.996	448	75.022	464
75.047	450	75.073	472
75.098	450	75.123	483
75.149	450	75.174	492
75.200	450	75.225	502
75.250	451	75.276	512
75.301	450	75.326	519
75.352	450	75.377	524
75.403	450	75.427	529
75.453	450	75.479	531
75.504	448	75.529	530
75.554	449	75.580	529
75.606	448	75.630	524
75.656	446	75.681	517
75.707	447	75.731	508
75.757	447	75.783	500
75.808	446	75.833	490
75.858	446	75.884	481
75.910	446	75.934	471
75.960	445	75.985	463
76.011	445	76.036	454
76.061	445	76.087	451
76.112	445	76.137	448
76.163	444	76.188	446
76.214	445	76.238	449
76.264	444	76.290	451
76.315	445	76.340	456
76.365	444	76.391	463
76.417	445	76.441	469
76.467	445	76.492	480
76.518	445	76.542	489
76.568	446	76.594	497
76.619	446	76.644	507
76.669	446	76.695	515
76.721	447	76.745	520
76.771	447	76.796	525
76.822	448	76.847	527
76.872	449	76.898	526
76.923	450	76.948	525
76.974	450	76.999	522
77.025	451	77.049	516
77.075	451	77.101	509
77.126	451	77.151	501
77.176	451	77.202	492
77.228	450	77.252	484
77.278	451	77.303	475
77.329	450	77.353	469
77.379	449	77.405	462
77.430	447	77.455	455
77.480	447	77.506	452
77.532	446	77.556	451
77.582	445	77.607	451
77.633	444	77.658	453
77.683	443	77.709	458
77.734	442	77.759	463
77.785	441	77.810	470
77.836	440	77.860	478
77.886	441	77.912	486
77.937	441	77.962	495
77.987	442	78.013	502
78.039	443	78.063	510
78.089	444	78.114	516
78.140	446	78.164	520
78.190	446	78.216	523
78.241	449	78.267	523
78.291	449	78.317	523
78.343	451	78.368	519
78.393	453	78.418	515
78.444	453	78.470	509
78.494	454	78.520	502
78.545	454	78.571	495
78.596	454	78.621	485
78.647	454	78.672	480
78.697	453	78.723	472
78.748	452	78.774	465
78.798	450	78.824	461
78.850	448	78.875	457
78.900	447	78.925	455
78.951	445	78.977	454
79.001	443	79.027	456
79.052	442	79.078	460
79.102	440	79.128	463
79.154	439	79.179	470
79.204	438	79.229	477
79.255	437	79.281	484
79.305	438	79.331	492
79.356	438	79.382	498
79.407	440	79.432	505
79.458	441	79.483	510
79.508	443	79.534	515
79.559	445	79.585	518
79.609	448	79.635	519
79.661	450	79.686	519
79.711	453	79.736	517
79.762	454	79.788	513
79.812	455	79.838	508
79.863	457	79.889	502
79.913	458	79.939	495
79.965	457	79.990	488
80.015	456	80.040	482
80.066	457	80.092	475
80.116	455	80.142	469
80.167	453	80.193	465
80.218	451	80.243	461
80.269	449	80.294	458
80.319	446	80.345	459
80.370	444	80.396	461
80.420	441	80.446	462
80.472	440	80.497	466
80.522	437	80.547	470
80.573	436	80.599	476
80.623	435	80.649	482
80.674	435	80.700	488
80.724	435	80.750	494
80.776	437	80.801	500
80.826	438	80.851	505
80.877	442	80.903	510
80.927	442	80.953	513
80.978	447	81.004	514
81.029	449	81.054	515
81.080	452	81.105	513
81.130	455	81.156	510
81.181	459	81.207	506
81.231	459	81.257	501
81.283	460	81.308	496
81.333	461	81.358	491
81.384	460	81.410	485
81.434	459	81.460	479
81.485	457	81.511	474
81.536	456	81.561	470
81.587	452	81.612	467
81.637	450	81.662	464
81.688	447	81.714	464
81.738	445	81.764	464
81.789	440	81.815	465
81.840	438	81.865	468
81.891	435	81.916	471
81.941	434	81.967	476
81.992	434	82.018	482
82.042	433	82.068	486
82.094	433	82.119	492
82.144	434	82.169	497
82.195	436	82.221	500
82.245	438	82.271	505
82.296	442	82.322	507
82.347	445	82.372	509
82.398	448	82.423	509
82.448	452	82.473	508
82.499	454	82.525	506
82.549	455	82.575	504
82.600	460	82.626	500
82.651	461	82.676	496
82.702	462	82.727	492
82.753	462	82.778	487
82.803	462	82.829	483
82.854	460	82.879	478
82.905	458	82.930	474
82.956	455	82.980	472
83.006	452	83.032	470
83.057	448	83.082	469
83.107	445	83.133	469
83.159	441	83.183	470
83.209	439	83.234	472
83.260	435	83.284	474
83.310	433	83.336	478
83.361	431	83.386	480
83.411	431	83.437	486
83.463	431	83.487	490
83.513	432	83.538	494
83.564	434	83.589	497
83.614	437	83.640	500
83.665	439	83.690	502
83.716	442	83.741	504
83.767	447	83.791	504
83.817	451	83.843	503
83.868	454	83.893	502
83.918	459	83.944	500
83.970	461	83.994	497
84.020	462	84.045	494
84.071	463	84.096	490
84.121	464	84.147	487
84.172	463	84.197	485
84.222	461	84.248	481
84.274	460	84.298	479
84.324	456	84.349	476
84.375	453	84.400	475
84.425	450	84.451	474
84.476	446	84.501	474
84.527	442	84.552	475
84.578	439	84.602	476
84.628	435	84.654	478
84.679	433	84.704	480
84.729	431	84.755	483
84.781	431	84.805	488
84.831	430	84.856	489
84.882	431	84.907	491
84.932	433	84.958	494
84.983	434	85.008	495
85.033	438	85.059	497
85.085	441	85.109	497
85.135	445	85.160	498
85.186	450	85.211	499
85.236	453	85.262	497
85.287	458	85.312	497
85.338	460	85.363	494
85.389	462	85.413	493
85.439	464	85.465	491
85.490	464	85.515	488
85.540	464	85.566	486
85.592	463	85.616	484
85.642	461	85.667	483
85.693	458	85.718	481
85.743	454	85.769	479
85.794	451	85.820	479
85.844	447	85.870	480
85.896	443	85.921	480
85.946	439	85.971	480
85.997	436	86.023	481
86.047	433	86.073	482
86.098	431	86.124	484
86.149	430	86.174	486
86.200	430	86.225	488
86.250	430	86.276	489
86.301	431	86.327	491
86.351	435	86.377	492
86.403	438	86.428	493
86.453	441	86.478	493
86.504	444	86.530	493
86.554	448	86.580	493
86.605	452	86.631	492
86.656	456	86.681	492
86.707	459	86.732	491
86.757	462	86.782	490
86.808	463	86.834	489
86.858	464	86.884	489
86.909	464	86.935	486
86.960	463	86.985	484
87.011	462	87.036	485
87.061	460	87.087	486
87.112	456	87.138	484
87.162	452	87.188	484
87.214	448	87.239	484
87.264	445	87.289	485
87.315	440	87.341	485
87.365	438	87.391	485
87.416	434	87.442	486
87.467	432	87.492	486
87.518	431	87.543	488
87.568	430	87.593	488
87.619	431	87.645	488
87.669	432	87.695	489
87.720	434	87.746	489
87.771	436	87.796	489
87.822	439	87.847	490
87.872	443	87.898	489
87.923	447	87.949	488
87.973	452	87.999	488
88.025	455	88.050	488
88.075	458	88.100	488
88.126	461	88.152	488
88.176	463	88.202	490
88.227	463	88.253	487
88.278	464	88.303	487
88.329	464	88.354	487
88.379	462	88.404	487
88.430	460	88.456	488
88.480	456	88.506	488
88.531	453	88.557	488
88.582	449	88.607	488
88.633	447	88.658	488
88.683	441	88.709	488
88.734	438	88.760	488
88.784	435	88.810	488
88.836	433	88.861	488
88.886	432	88.911	487
88.937	431	88.963	488
88.987	430	89.013	487
89.038	432	89.064	487
89.089	434	89.114	487
89.140	436	89.165	487
89.190	439	89.216	487
89.241	443	89.267	487
89.291	446	89.317	487
89.342	451	89.368	487
89.393	454	89.418	487
89.444	458	89.469	487
89.495	460	89.520	487
89.545	462	89.571	488
89.596	463	89.621	488
89.647	464	89.672	489
89.698	463	89.722	488
89.748	462	89.774	488
89.799	459	89.824	488
89.849	457	89.875	489
89.901	453	89.925	488
89.951	450	89.976	488
90.002	446	90.027	488
90.052	443	90.078	488
90.103	439	90.128	488
90.153	436	90.179	487
90.205	433	90.229	487
90.255	433	90.280	487
90.306	432	90.331	488
90.356	431	90.382	487
90.407	433	90.432	487
90.458	434	90.483	487
90.509	436	90.533	487
90.559	438	90.585	487
90.610	442	90.635	486
90.660	446	90.686	486
90.712	449	90.736	488
90.762	453	90.787	487
90.813	456	90.838	487
90.863	459	90.889	488
90.914	460	90.939	488
90.964	462	90.990	488
91.016	461	91.040	489
91.066	463	91.091	488
91.117	462	91.142	488
91.167	460	91.193	488
91.218	455	91.243	488
91.269	454	91.294	488
91.320	450	91.344	488
91.370	448	91.396	489
91.421	444	91.446	488
91.471	441	91.497	488
91.523	438	91.547	487
91.573	435	91.598	488
91.624	434	91.649	487
91.674	433	91.700	487
91.725	433	91.750	487
91.776	433	91.801	487
91.827	434	91.851	487
91.877	435	91.902	486
91.928	439	91.953	487
91.978	442	92.004	487
92.029	445	92.054	487
92.080	447	92.105	488
92.131	452	92.155	487
92.181	455	92.207	488
92.232	457	92.257	488
92.282	459	92.308	488
92.334	461	92.358	488
92.384	462	92.409	488
92.435	462	92.460	488
92.485	461	92.511	488
92.536	460	92.562	489
92.587	457	92.612	488
92.638	454	92.663	488
92.688	451	92.713	488
92.739	448	92.765	487
92.789	445	92.815	487
92.840	441	92.866	489
92.891	440	92.916	489
92.942	436	92.967	487
92.992	435	93.018	487
93.043	433	93.069	487
93.093	433	93.119	487
93.145	433	93.170	487
93.195	434	93.220	488
93.246	436	93.272	487
93.296	438	93.322	487
93.347	441	93.373	487
93.398	444	93.423	488
93.449	447	93.474	487
93.499	451	93.524	488
93.550	454	93.576	488
93.600	456	93.626	488
93.651	459	93.677	488
93.702	460	93.727	489
93.753	459	93.778	488
93.803	461	93.829	488
93.854	460	93.880	488
93.904	459	93.930	488
93.956	458	93.981	486
94.006	453	94.031	487
94.057	453	94.083	488
94.107	449	94.133	487
94.158	446	94.184	485
94.209	443	94.234	487
94.260	440	94.285	487
94.310	438	94.336	488
94.361	436	94.387	487
94.411	435	94.437	487
94.462	434	94.488	487
94.513	434	94.538	487
94.564	435	94.589	487
94.614	436	94.640	487
94.665	439	94.691	487
94.715	441	94.741	487
94.767	444	94.792	487
94.817	446	94.842	487
94.868	450	94.894	486
94.918	452	94.944	487
94.969	455	94.995	488
95.020	457	95.045	487
95.071	459	95.096	487
95.121	460	95.147	488
95.172	461	95.198	488
95.222	460	95.248	488
95.273	459	95.299	488
95.324	458	95.349	487
95.375	455	95.400	489
95.425	451	95.451	488
95.476	450	95.502	487
95.526	447	95.552	487
95.578	444	95.603	488
95.628	441	95.653	487
95.679	439	95.705	487
95.729	437	95.755	485
95.780	436	95.806	487
95.831	434	95.856	487
95.882	435	95.907	487
95.932	435	95.958	487
95.983	437	96.009	487
96.033	438	96.059	487
96.084	441	96.110	487
96.135	444	96.160	487
96.186	446	96.211	487
96.236	448	96.262	487
96.287	452	96.313	487
96.337	454	96.363	487
96.389	456	96.414	487
96.439	458	96.464	488
96.490	459	96.516	487
96.540	460	96.566	488
96.591	460	96.617	487
96.642	458	96.667	488
96.693	457	96.718	488
96.743	456	96.769	487
96.794	453	96.820	488
96.844	450	96.870	488
96.896	448	96.921	487
96.946	445	96.971	488
96.997	442	97.022	487
97.047	440	97.073	487
97.098	439	97.124	487
97.148	436	97.174	487
97.200	435	97.225	487
97.250	435	97.275	486
97.301	436	97.327	487
97.351	437	97.377	487
97.402	440	97.428	487
97.453	440	97.478	488
97.504	443	97.529	486
97.554	445	97.580	487
97.605	448	97.631	487
97.655	450	97.681	487
97.707	453	97.732	487
97.757	456	97.782	488
97.808	457	97.833	488
97.858	458	97.884	487
97.909	459	97.935	487
97.959	459	97.985	488
98.011	458	98.036	487
98.061	457	98.086	488
98.112	455	98.138	489
98.162	453	98.188	487
98.213	451	98.239	488
98.264	448	98.289	487
98.315	446	98.340	487
98.365	443	98.391	487
98.416	441	98.442	487
98.466	439	98.492	488
98.518	438	98.543	487
98.568	436	98.593	487
98.619	437	98.644	487
98.669	436	98.695	487
98.720	437	98.746	487
98.770	438	98.796	488
98.822	441	98.847	487
98.872	442	98.897	485
98.923	445	98.949	487
98.973	448	98.999	487
99.024	450	99.050	488
99.075	452	99.100	488
99.126	454	99.151	488
99.176	457	99.202	488
99.227	457	99.253	487
99.277	458	99.303	487
99.329	458	99.354	487
99.379	458	99.404	488
99.430	456	99.456	488
99.480	456	99.506	487
99.531	452	99.557	488
99.581	451	99.607	486
99.633	448	99.658	487
99.683	446	99.708	487
99.734	444	99.760	488
99.784	441	99.810	487
99.835	440	99.861	487
99.886	438	99.911	487
99.937	438	99.962	487
99.987	437	100.013	487
100.038	437	100.064	487
100.088	437	100.114	487
100.140	439	100.165	487
100.190	441	100.215	487
100.241	443	100.267	487
100.291	446	100.317	488
100.342	447	100.368	487
100.392	450	100.418	487
100.444	452	100.469	488
100.494	454	100.519	487
100.545	456	100.571	488
100.595	457	100.621	488
100.646	455	100.672	487
100.697	457	100.722	488
100.748	458	100.773	487
100.798	456	100.824	487
100.849	455	100.875	487
100.899	453	100.925	487
100.951	451	100.976	487
101.001	449	101.026	487
101.052	447	101.078	487
101.102	444	101.128	488
101.153	442	101.179	487
101.203	440	101.229	487
101.255	439	101.280	487
101.305	438	101.330	486
101.356	438	101.382	487
101.406	438	101.432	487
101.457	438	101.483	487
101.509	439	101.533	487
101.559	441	101.584	486
101.610	443	101.635	487
101.660	445	101.686	487
101.711	447	101.736	487
101.762	449	101.787	487
101.813	451	101.837	487
101.863	452	101.889	489
101.914	455	101.939	487
101.964	456	101.990	488
102.016	456	102.040	487
102.066	457	102.091	488
102.117	457	102.141	487
102.167	456	102.193	487
102.218	454	102.243	487
102.268	452	102.294	487
102.320	451	102.344	487
102.370	450	102.395	487
102.421	447	102.446	487
102.471	445	102.497	487
102.522	443	102.547	489
102.573	442	102.598	487
102.624	441	102.648	487
102.674	439	102.700	487
102.725	438	102.750	487
102.775	439	102.801	487
102.827	438	102.851	487
102.877	440	102.902	486
102.928	441	102.952	487
102.978	442	103.004	488
103.029	444	103.054	487
103.079	446	103.105	487
103.131	449	103.155	487
103.181	450	103.206	488
103.232	453	103.257	487
103.282	453	103.308	487
103.333	455	103.358	487
103.384	456	103.409	488
103.435	456	103.459	487
103.485	457	103.511	487
103.536	455	103.561	487
103.586	455	103.612	487
103.638	453	103.662	487
103.688	451	103.713	487
103.739	449	103.763	487
103.789	448	103.815	487
103.840	446	103.865	486
103.890	444	103.916	487
103.942	442	103.966	487
103.992	440	104.017	487
104.043	440	104.068	487
104.093	440	104.119	487
104.144	438	104.169	487
104.195	439	104.220	487
104.246	440	104.270	487
104.296	441	104.322	486
104.347	442	104.372	489
104.397	445	104.423	487
104.449	446	104.473	487
104.499	449	104.524	487
104.550	450	104.574	487
104.600	451	104.626	487
104.651	452	104.677	488
104.701	454	104.727	487
104.753	455	104.778	488
104.803	455	104.828	488
104.854	457	104.880	487
104.904	455	104.930	487
104.955	454	104.981	488
105.006	451	105.031	488
105.057	451	105.082	488
105.107	450	105.133	487
105.158	448	105.184	487
105.208	446	105.234	486
105.260	444	105.285	487
105.310	442	105.335	487
105.361	442	105.387	487
105.411	440	105.437	487
105.462	440	105.488	487
105.512	439	105.538	487
105.564	441	105.589	486
105.614	441	105.639	486
105.665	442	105.691	487
105.715	443	105.741	486
105.766	445	105.792	487
105.817	446	105.842	487
105.868	448	105.893	487
