#Creator: pendulumviewEventBuffer
#Creation time: Tue Mar 12 17:31:44 2024
#Time A	Pos A	Time B	Pos B
#[s]	[au]	[s]	[au]
5.246	325	5.272	293
5.296	294	5.322	265
5.348	267	5.373	247
5.398	248	5.423	244
5.449	239	5.474	250
5.499	235	5.525	268
5.550	240	5.576	296
5.600	255	5.626	335
5.652	275	5.677	381
5.702	303	5.727	428
5.753	336	5.779	479
5.803	373	5.829	531
5.854	411	5.880	578
5.905	449	5.930	620
5.956	486	5.981	657
6.006	518	6.032	681
6.057	545	6.083	695
6.107	565	6.133	696
6.159	576	6.184	689
6.209	580	6.234	671
6.260	576	6.286	642
6.310	559	6.336	606
6.361	539	6.387	563
6.411	510	6.437	516
6.463	476	6.488	465
6.513	438	6.538	416
6.564	399	6.590	371
6.614	360	6.640	328
6.665	323	6.691	295
6.716	290	6.741	270
6.767	263	6.792	258
6.817	242	6.843	257
6.868	231	6.894	266
6.918	229	6.944	286
6.970	234	6.995	315
7.020	249	7.045	352
7.071	271	7.097	395
7.121	300	7.147	444
7.172	334	7.198	491
7.222	372	7.248	538
7.274	412	7.299	582
7.324	452	7.349	621
7.375	490	7.401	652
7.425	523	7.451	672
7.476	552	7.502	683
7.527	572	7.552	682
7.578	584	7.603	673
7.628	584	7.654	654
7.679	581	7.705	626
7.729	566	7.755	588
7.781	543	7.806	547
7.831	512	7.856	502
7.882	476	7.908	455
7.932	438	7.958	409
7.983	396	8.009	367
8.033	356	8.059	330
8.085	318	8.110	300
8.135	283	8.160	281
8.186	256	8.212	271
8.236	235	8.262	272
8.287	226	8.313	281
8.338	223	8.363	303
8.389	227	8.414	333
8.439	244	8.465	369
8.490	266	8.516	410
8.540	297	8.566	454
8.592	334	8.617	500
8.642	374	8.667	544
8.693	415	8.719	583
8.743	458	8.769	618
8.794	497	8.820	645
8.844	531	8.870	662
8.896	560	8.921	670
8.947	580	8.971	668
8.997	591	9.023	658
9.048	594	9.073	638
9.098	587	9.124	608
9.150	570	9.174	574
9.200	545	9.225	535
9.251	513	9.276	492
9.301	475	9.327	448
9.352	434	9.377	407
9.403	392	9.428	367
9.454	349	9.478	334
9.504	310	9.530	309
9.555	275	9.580	291
9.605	246	9.631	285
9.657	227	9.681	287
9.707	218	9.732	298
9.758	216	9.782	320
9.808	223	9.834	348
9.859	241	9.884	382
9.909	266	9.935	421
9.961	298	9.985	463
10.011	337	10.036	505
10.062	379	10.087	545
10.112	422	10.138	581
10.163	465	10.188	612
10.214	505	10.239	636
10.265	540	10.289	651
10.315	568	10.341	656
10.366	588	10.391	654
10.416	598	10.442	641
10.468	600	10.492	622
10.518	591	10.543	595
10.569	572	10.593	562
10.619	545	10.645	525
10.670	512	10.695	485
10.720	471	10.746	445
10.772	428	10.796	406
10.822	383	10.847	371
10.873	340	10.898	341
10.923	300	10.949	318
10.974	265	10.999	305
11.025	238	11.050	299
11.076	219	11.100	302
11.126	209	11.152	314
11.177	211	11.202	333
11.227	221	11.253	361
11.279	240	11.303	394
11.329	267	11.354	430
11.380	303	11.404	468
11.430	343	11.456	507
11.481	387	11.506	542
11.531	432	11.557	576
11.583	476	11.607	605
11.633	516	11.658	625
11.684	551	11.709	638
11.734	578	11.760	642
11.785	596	11.810	639
11.836	605	11.861	628
11.887	604	11.912	609
11.937	593	11.963	583
11.988	572	12.014	554
12.038	542	12.064	518
12.090	505	12.115	481
12.140	465	12.165	444
12.191	419	12.217	409
12.241	373	12.267	377
12.292	330	12.318	350
12.342	288	12.368	331
12.394	255	12.419	318
12.444	229	12.469	314
12.495	212	12.521	316
12.545	206	12.571	328
12.596	208	12.622	345
12.647	220	12.672	373
12.698	242	12.723	402
12.748	272	12.774	435
12.799	310	12.825	469
12.849	352	12.875	505
12.901	396	12.926	539
12.951	441	12.976	569
13.002	487	13.028	595
13.052	527	13.078	615
13.103	562	13.129	624
13.153	587	13.179	630
13.205	603	13.230	626
13.255	610	13.280	616
13.306	606	13.332	599
13.356	592	13.382	574
13.407	568	13.433	546
13.458	536	13.483	513
13.509	497	13.534	480
13.559	454	13.585	446
13.610	407	13.636	413
13.660	362	13.686	384
13.712	318	13.737	360
13.762	278	13.787	343
13.813	245	13.839	330
13.863	221	13.889	326
13.914	206	13.940	329
13.964	203	13.990	340
14.016	208	14.041	357
14.066	223	14.091	380
14.117	246	14.143	407
14.167	280	14.193	438
14.218	319	14.244	471
14.269	363	14.294	502
14.320	408	14.345	533
14.370	455	14.396	561
14.421	499	14.447	585
14.471	538	14.497	601
14.523	571	14.548	612
14.573	594	14.598	617
14.624	609	14.650	614
14.674	612	14.700	605
14.725	605	14.751	589
14.775	589	14.801	567
14.827	562	14.852	542
14.877	527	14.902	513
14.928	486	14.954	481
14.978	442	15.004	450
15.029	393	15.055	420
15.080	349	15.105	394
15.131	306	15.156	371
15.182	268	15.207	354
15.232	236	15.258	343
15.283	214	15.308	338
15.334	203	15.359	340
15.385	202	15.409	349
15.435	210	15.461	364
15.486	227	15.511	384
15.536	255	15.562	410
15.588	289	15.612	438
15.638	330	15.663	468
15.689	376	15.713	498
15.739	421	15.765	526
15.790	469	15.815	552
15.840	510	15.866	574
15.892	549	15.916	591
15.942	579	15.967	602
15.993	600	16.018	607
16.043	611	16.069	605
16.094	612	16.119	597
16.145	603	16.170	584
16.196	582	16.220	564
16.246	552	16.272	541
16.297	516	16.322	515
16.347	474	16.373	485
16.399	427	16.423	456
16.449	381	16.474	428
16.500	335	16.524	403
16.550	294	16.576	381
16.601	257	16.626	364
16.651	228	16.677	352
16.703	210	16.727	347
16.753	201	16.778	349
16.804	203	16.829	355
16.854	214	16.880	369
16.905	235	16.930	387
16.956	263	16.981	410
17.007	302	17.031	435
17.057	344	17.083	463
17.108	390	17.133	491
17.158	437	17.184	518
17.210	481	17.234	544
17.260	523	17.285	565
17.311	558	17.335	583
17.361	585	17.387	593
17.412	603	17.437	599
17.462	610	17.488	599
17.514	608	17.538	593
17.564	596	17.589	581
17.615	573	17.640	563
17.665	541	17.691	542
17.716	502	17.741	516
17.767	459	17.792	491
17.818	413	17.842	463
17.868	367	17.894	436
17.919	323	17.944	411
17.969	283	17.995	390
18.021	249	18.045	372
18.071	223	18.096	360
18.122	209	18.146	354
18.172	204	18.198	354
18.223	209	18.249	359
18.273	222	18.299	370
18.325	245	18.350	387
18.375	278	18.400	408
18.426	316	18.452	432
18.476	358	18.502	458
18.527	405	18.553	484
18.578	450	18.603	511
18.629	494	18.654	536
18.679	533	18.705	557
18.730	564	18.756	574
18.780	589	18.806	586
18.832	604	18.857	594
18.882	608	18.907	595
18.933	602	18.959	590
18.983	587	19.009	580
19.034	560	19.060	564
19.084	528	19.110	545
19.136	487	19.161	522
19.186	445	19.211	496
19.237	397	19.263	469
19.287	354	19.313	443
19.338	311	19.364	419
19.389	273	19.414	396
19.440	243	19.465	379
19.490	220	19.516	365
19.541	209	19.567	358
19.591	208	19.617	356
19.643	215	19.668	359
19.693	230	19.718	370
19.744	257	19.770	384
19.794	291	19.820	404
19.845	331	19.871	427
19.895	373	19.921	452
19.947	419	19.972	478
19.997	464	20.022	504
20.048	505	20.074	528
20.098	541	20.124	550
20.149	570	20.175	569
20.200	591	20.225	583
20.251	601	20.276	591
20.301	601	20.327	594
20.352	593	20.378	591
20.402	574	20.428	582
20.454	547	20.479	568
20.504	512	20.529	547
20.555	472	20.581	526
20.605	429	20.631	501
20.656	385	20.682	476
20.706	342	20.732	449
20.758	302	20.783	424
20.808	267	20.833	401
20.859	240	20.885	383
20.909	221	20.935	368
20.960	214	20.986	359
21.011	214	21.036	357
21.062	224	21.087	358
21.112	244	21.138	368
21.163	271	21.189	381
21.213	306	21.239	399
21.265	346	21.290	422
21.315	388	21.340	447
21.366	432	21.392	473
21.416	474	21.442	500
21.467	513	21.493	526
21.518	546	21.543	548
21.569	573	21.594	567
21.619	589	21.644	582
21.670	597	21.696	592
21.720	594	21.746	595
21.771	582	21.797	593
21.822	562	21.847	585
21.873	533	21.898	572
21.923	497	21.949	553
21.974	457	22.000	531
22.024	415	22.050	506
22.076	372	22.101	479
22.126	331	22.151	452
22.177	294	22.203	426
22.227	263	22.253	403
22.278	238	22.304	383
22.329	224	22.354	368
22.380	220	22.405	358
22.430	223	22.455	353
22.481	235	22.507	355
22.531	257	22.557	364
22.582	287	22.608	377
22.633	322	22.658	395
22.684	361	22.709	417
22.735	403	22.760	443
22.785	445	22.811	470
22.836	484	22.861	497
22.887	520	22.912	524
22.938	549	22.962	547
22.988	572	23.014	567
23.039	585	23.064	584
23.089	590	23.115	594
23.141	584	23.165	599
23.191	570	23.216	596
23.242	547	23.266	589
23.292	517	23.318	577
23.343	481	23.368	557
23.393	443	23.419	535
23.445	400	23.469	509
23.495	361	23.520	482
23.546	323	23.571	454
23.596	289	23.622	427
23.647	261	23.672	403
23.698	241	23.723	382
23.749	230	23.773	365
23.799	228	23.825	355
23.850	235	23.875	350
23.900	249	23.926	351
23.952	274	23.976	360
24.002	302	24.027	371
24.053	337	24.078	391
24.103	375	24.129	413
24.154	415	24.179	440
24.204	453	24.230	468
24.256	492	24.280	497
24.306	523	24.331	524
24.357	550	24.382	549
24.407	567	24.433	569
24.458	578	24.483	586
24.509	579	24.534	598
24.560	572	24.584	603
24.610	556	24.636	600
24.661	534	24.686	593
24.711	502	24.737	580
24.763	467	24.787	561
24.813	429	24.838	537
24.864	390	24.889	511
24.914	351	24.940	482
24.965	317	24.990	454
25.015	287	25.041	424
25.067	262	25.091	399
25.117	246	25.142	377
25.168	237	25.193	360
25.218	239	25.244	350
25.269	247	25.294	345
25.320	263	25.345	346
25.371	287	25.395	354
25.421	317	25.447	369
25.472	351	25.497	388
25.522	387	25.548	413
25.574	426	25.598	440
25.624	462	25.649	469
25.675	496	25.700	500
25.725	524	25.751	527
25.776	547	25.802	553
25.826	562	25.852	575
25.878	569	25.903	592
25.928	569	25.953	603
25.979	560	26.005	606
26.029	542	26.055	605
26.080	517	26.106	597
26.131	487	26.156	584
26.182	453	26.207	563
26.232	418	26.258	538
26.283	381	26.309	510
26.333	346	26.359	479
26.385	314	26.410	450
26.435	287	26.460	421
26.486	267	26.512	395
26.536	253	26.562	372
26.587	247	26.613	355
26.638	250	26.663	343
26.689	261	26.714	339
26.739	277	26.764	341
26.790	301	26.816	351
26.840	330	26.866	367
26.891	363	26.917	387
26.942	398	26.967	413
26.993	433	27.018	442
27.043	467	27.069	474
27.094	497	27.120	503
27.144	523	27.170	533
27.196	543	27.221	560
27.246	555	27.271	582
27.297	559	27.323	597
27.347	556	27.373	609
27.398	545	27.424	613
27.449	528	27.474	610
27.500	504	27.525	600
27.550	475	27.575	585
27.601	443	27.627	563
27.651	409	27.677	537
27.702	375	27.728	507
27.753	343	27.778	476
27.804	314	27.829	444
27.854	290	27.880	413
27.905	272	27.931	387
27.955	262	27.981	364
28.007	259	28.032	348
28.057	262	28.082	338
28.108	273	28.134	334
28.158	290	28.184	339
28.209	314	28.235	348
28.260	342	28.285	366
28.311	373	28.336	388
28.361	408	28.386	416
28.412	438	28.438	444
28.462	469	28.488	478
28.513	496	28.539	509
28.564	519	28.589	539
28.615	536	28.640	567
28.665	546	28.691	590
28.716	547	28.742	606
28.766	543	28.792	614
28.818	532	28.843	618
28.868	515	28.893	613
28.919	491	28.945	603
28.969	464	28.995	584
29.020	433	29.046	560
29.071	402	29.096	533
29.122	371	29.147	502
29.172	342	29.198	469
29.223	316	29.249	437
29.273	295	29.299	406
29.324	280	29.350	379
29.375	272	29.400	358
29.426	269	29.451	342
29.477	274	29.502	333
29.527	286	29.553	330
29.578	303	29.603	335
29.629	326	29.654	347
29.680	353	29.704	367
29.730	381	29.756	391
29.781	411	29.806	420
29.831	441	29.857	452
29.883	469	29.907	485
29.933	493	29.958	517
29.984	513	30.009	548
30.034	527	30.060	575
30.085	537	30.110	597
30.135	537	30.161	613
30.187	532	30.211	620
30.237	521	30.262	621
30.288	501	30.313	616
30.338	481	30.364	601
30.389	455	30.414	582
30.440	427	30.465	557
30.491	398	30.515	526
30.541	370	30.567	493
30.592	344	30.617	461
30.642	319	30.668	428
30.694	302	30.718	398
30.744	289	30.769	371
30.795	283	30.820	350
30.845	281	30.871	336
30.896	287	30.921	327
30.946	297	30.972	327
30.998	314	31.022	334
31.048	335	31.073	349
31.099	360	31.124	370
31.149	387	31.175	397
31.200	413	31.225	428
31.251	441	31.276	461
31.302	466	31.326	495
31.352	487	31.378	527
31.403	506	31.428	557
31.453	518	31.479	584
31.505	525	31.529	604
31.555	525	31.580	617
31.606	520	31.631	624
31.656	509	31.682	622
31.707	493	31.732	615
31.758	473	31.783	599
31.809	449	31.833	577
31.859	423	31.884	550
31.910	397	31.935	519
31.960	371	31.986	486
32.011	347	32.036	451
32.062	326	32.087	418
32.113	310	32.137	388
32.163	298	32.189	362
32.214	292	32.239	343
32.264	291	32.290	330
32.316	297	32.340	324
32.366	306	32.391	325
32.417	323	32.442	336
32.467	342	32.493	354
32.518	364	32.544	374
32.569	389	32.594	405
32.620	415	32.645	437
32.670	439	32.695	471
32.721	462	32.747	504
32.771	482	32.797	537
32.822	498	32.848	567
32.873	509	32.898	592
32.924	515	32.949	610
32.974	515	33.000	621
33.025	511	33.051	626
33.075	500	33.101	623
33.127	485	33.152	612
33.177	467	33.202	594
33.228	445	33.254	570
33.278	422	33.304	541
33.329	398	33.355	510
33.380	374	33.405	474
33.431	352	33.456	441
33.481	333	33.506	408
33.532	318	33.558	380
33.582	307	33.608	354
33.633	301	33.659	337
33.684	301	33.709	326
33.735	306	33.760	323
33.785	316	33.811	328
33.836	329	33.862	340
33.886	347	33.912	359
33.938	368	33.963	384
33.988	390	34.013	414
34.039	413	34.065	447
34.089	435	34.115	481
34.140	456	34.166	515
34.191	475	34.216	547
34.242	489	34.267	575
34.292	500	34.318	598
34.343	506	34.369	615
34.393	507	34.419	624
34.444	503	34.470	627
34.495	494	34.520	620
34.546	480	34.571	607
34.596	463	34.622	587
34.647	444	34.673	562
34.697	423	34.723	532
34.749	399	34.774	498
34.799	379	34.824	464
34.850	358	34.876	430
34.900	340	34.926	399
34.951	327	34.977	370
35.002	314	35.027	349
35.053	310	35.078	334
35.103	309	35.129	325
35.154	313	35.180	324
35.204	321	35.230	332
35.255	334	35.281	347
35.306	350	35.331	367
35.357	368	35.382	394
35.407	389	35.433	425
35.458	410	35.484	458
35.508	431	35.534	493
35.560	450	35.585	525
35.610	468	35.635	557
35.661	483	35.687	583
35.711	492	35.737	604
35.762	498	35.788	618
35.813	500	35.838	624
35.864	497	35.889	623
35.914	489	35.940	616
35.965	478	35.991	601
36.015	463	36.041	579
36.066	444	36.092	552
36.117	424	36.142	521
36.168	403	36.193	487
36.218	382	36.244	453
36.269	365	36.295	421
36.319	347	36.345	390
36.371	333	36.396	364
36.421	323	36.446	345
36.472	316	36.498	333
36.522	315	36.548	326
36.573	317	36.599	328
36.624	324	36.649	337
36.675	336	36.700	354
36.725	349	36.751	377
36.776	367	36.802	405
36.826	386	36.852	437
36.878	406	36.903	470
36.928	426	36.953	503
36.979	445	37.004	536
37.029	461	37.055	564
37.080	476	37.106	589
37.130	485	37.156	607
37.182	493	37.207	618
37.232	495	37.257	623
37.283	493	37.309	622
37.333	488	37.359	608
37.384	476	37.410	592
37.435	464	37.460	568
37.486	446	37.511	541
37.536	428	37.562	509
37.587	408	37.613	476
37.637	389	37.663	442
37.689	370	37.714	411
37.739	353	37.764	382
37.790	339	37.815	359
37.840	329	37.866	343
37.891	321	37.917	332
37.941	318	37.967	329
37.993	320	38.018	331
38.043	327	38.068	346
38.094	336	38.120	364
38.144	349	38.170	388
38.195	365	38.221	417
38.246	382	38.271	448
38.297	401	38.322	480
38.347	422	38.373	514
38.398	439	38.424	545
38.448	456	38.474	571
38.500	471	38.525	592
38.550	482	38.575	608
38.601	489	38.626	617
38.651	492	38.677	618
38.702	492	38.728	610
38.752	487	38.778	600
38.804	479	38.829	581
38.854	465	38.879	557
38.905	448	38.931	529
38.955	432	38.981	497
39.006	412	39.032	464
39.057	394	39.082	434
39.108	374	39.133	404
39.158	358	39.184	377
39.209	344	39.235	358
39.259	332	39.285	343
39.311	324	39.336	336
39.361	319	39.386	334
39.412	320	39.438	341
39.462	325	39.488	354
39.513	334	39.539	375
39.563	346	39.589	398
39.615	361	39.640	429
39.665	378	39.690	460
39.716	397	39.742	492
39.766	416	39.792	523
39.817	435	39.843	551
39.868	451	39.893	575
39.919	467	39.944	595
39.969	480	39.995	606
40.020	487	40.046	613
40.070	492	40.096	612
40.122	492	40.147	604
40.172	488	40.197	590
40.223	479	40.249	570
40.273	468	40.299	545
40.324	453	40.350	516
40.374	436	40.400	486
40.426	417	40.451	455
40.476	398	40.501	424
40.527	379	40.553	398
40.577	361	40.603	376
40.628	346	40.654	356
40.679	333	40.704	345
40.730	326	40.755	340
40.780	320	40.806	341
40.831	319	40.857	350
40.881	322	40.907	366
40.933	332	40.958	386
40.983	342	41.008	412
41.034	357	41.060	440
41.084	375	41.110	471
41.135	393	41.161	500
41.185	413	41.211	529
41.237	432	41.262	555
41.287	450	41.312	577
41.338	466	41.364	593
41.388	479	41.414	603
41.439	489	41.465	607
41.491	494	41.515	604
41.541	494	41.566	595
41.592	491	41.617	580
41.642	483	41.668	559
41.693	472	41.718	533
41.744	455	41.769	505
41.795	439	41.819	475
41.845	420	41.871	446
41.896	400	41.921	418
41.946	381	41.972	394
41.998	363	42.022	375
42.048	346	42.073	358
42.099	334	42.123	349
42.149	323	42.175	347
42.200	318	42.225	350
42.250	317	42.276	361
42.302	319	42.326	377
42.352	328	42.377	398
42.403	338	42.428	423
42.453	354	42.479	451
42.504	371	42.529	479
42.555	391	42.580	508
42.606	411	42.630	535
42.656	431	42.682	558
42.707	451	42.732	577
42.757	466	42.783	590
42.809	480	42.833	598
42.859	490	42.884	600
42.910	497	42.934	594
42.960	497	42.986	584
43.011	496	43.036	568
43.061	485	43.087	546
43.113	475	43.137	523
43.163	459	43.188	495
43.214	442	43.239	467
43.264	422	43.290	440
43.315	401	43.340	415
43.366	381	43.391	393
43.417	362	43.441	374
43.467	345	43.493	363
43.518	331	43.543	354
43.568	321	43.594	355
43.620	313	43.644	360
43.670	312	43.695	370
43.721	317	43.745	389
43.771	324	43.797	408
43.822	337	43.847	434
43.872	352	43.898	460
43.924	370	43.948	487
43.974	391	43.999	513
44.025	412	44.050	537
44.075	434	44.101	558
44.126	452	44.151	574
44.177	470	44.202	586
44.228	484	44.252	591
44.278	494	44.304	591
44.329	500	44.354	585
44.379	501	44.405	573
44.431	498	44.455	556
44.481	490	44.506	537
44.532	478	44.556	514
44.582	462	44.608	489
44.633	443	44.659	462
44.683	422	44.709	436
44.735	400	44.760	414
44.785	379	44.810	395
44.836	359	44.862	379
44.886	342	44.912	368
44.937	327	44.963	364
44.988	316	45.013	364
45.039	310	45.064	371
45.089	309	45.115	383
45.140	314	45.166	399
45.190	321	45.216	419
45.242	334	45.267	443
45.292	351	45.317	468
45.343	371	45.369	492
45.393	391	45.419	516
45.444	413	45.470	538
45.494	435	45.520	555
45.546	456	45.571	570
45.596	473	45.621	581
45.647	488	45.673	583
45.697	499	45.723	582
45.748	505	45.774	574
45.799	507	45.824	563
45.850	501	45.875	546
45.900	492	45.926	527
45.951	479	45.977	504
46.001	462	46.027	481
46.053	442	46.078	457
46.103	420	46.128	434
46.154	397	46.180	414
46.204	375	46.230	397
46.255	354	46.281	383
46.305	336	46.331	376
46.357	322	46.382	371
46.407	312	46.432	373
46.458	306	46.484	382
46.508	306	46.534	393
46.559	311	46.585	409
46.610	320	46.635	429
46.661	335	46.686	450
46.711	351	46.737	472
46.762	372	46.788	495
46.812	395	46.838	516
46.864	417	46.889	536
46.914	440	46.939	552
46.965	461	46.991	564
47.015	479	47.041	572
47.066	493	47.092	573
47.116	504	47.142	572
47.168	509	47.193	564
47.218	509	47.243	553
47.269	504	47.295	537
47.319	493	47.345	519
47.370	480	47.396	499
47.421	460	47.446	476
47.472	440	47.497	454
47.522	416	47.548	435
47.573	393	47.599	416
47.623	370	47.649	402
47.675	348	47.700	390
47.725	331	47.750	384
47.776	317	47.802	382
47.826	307	47.852	384
47.877	303	47.903	391
47.927	303	47.953	403
47.979	309	48.004	418
48.029	319	48.054	436
48.080	334	48.106	455
48.130	355	48.156	476
48.181	375	48.207	497
48.232	399	48.257	516
48.283	423	48.308	532
48.334	446	48.359	547
48.384	466	48.410	556
48.435	484	48.460	563
48.486	499	48.511	564
48.537	508	48.561	559
48.587	513	48.613	556
48.638	512	48.663	544
48.688	505	48.714	529
48.740	493	48.764	512
48.790	477	48.815	494
48.841	457	48.865	474
48.891	435	48.917	455
48.942	412	48.967	437
48.992	387	49.018	420
49.044	364	49.068	406
49.094	343	49.119	396
49.145	325	49.170	392
49.195	311	49.221	391
49.246	303	49.271	394
49.297	299	49.322	400
49.348	301	49.372	412
49.398	308	49.424	425
49.449	321	49.474	441
49.499	338	49.525	458
49.551	358	49.575	477
49.601	381	49.626	495
49.652	405	49.676	513
49.702	429	49.728	529
49.753	452	49.778	541
49.803	474	49.829	549
49.855	491	49.879	554
49.905	504	49.930	556
49.956	512	49.981	553
50.006	515	50.032	547
50.057	513	50.082	537
50.108	504	50.133	524
50.159	491	50.183	508
50.209	473	50.235	491
50.260	451	50.285	474
50.310	428	50.336	456
50.362	404	50.386	440
50.412	380	50.437	426
50.463	357	50.487	414
50.513	336	50.539	406
50.564	319	50.589	401
50.614	307	50.640	399
50.666	300	50.690	402
50.716	297	50.741	408
50.767	301	50.792	417
50.817	311	50.843	430
50.868	324	50.893	445
50.919	343	50.944	460
50.970	364	50.994	478
51.020	388	51.046	493
51.071	413	51.096	509
51.121	437	51.147	523
51.173	460	51.197	533
51.223	480	51.248	541
51.274	497	51.298	546
51.324	510	51.350	547
51.375	516	51.401	545
51.425	516	51.451	539
51.477	512	51.502	531
51.527	503	51.552	520
51.578	485	51.604	506
51.628	467	51.654	491
51.679	446	51.705	474
51.730	421	51.755	461
51.781	396	51.806	445
51.831	372	51.857	432
51.882	350	51.908	421
51.932	331	51.958	414
51.984	313	52.009	410
52.034	303	52.059	407
52.085	298	52.111	408
52.135	297	52.161	414
52.186	302	52.212	422
52.236	314	52.262	433
52.288	330	52.313	447
52.338	350	52.363	460
52.389	372	52.415	474
52.439	396	52.465	488
52.490	420	52.516	503
52.541	446	52.566	516
52.592	467	52.617	526
52.642	487	52.668	534
52.693	502	52.719	539
52.743	512	52.769	541
52.795	516	52.820	539
52.845	516	52.870	534
52.896	509	52.922	527
52.946	496	52.972	518
52.997	481	53.023	506
53.047	460	53.073	494
53.099	437	53.124	477
53.149	413	53.174	463
53.200	388	53.226	450
53.250	365	53.276	440
53.301	343	53.327	429
53.352	324	53.377	420
53.403	311	53.428	415
53.453	303	53.479	413
53.504	297	53.530	414
53.554	300	53.580	418
53.606	306	53.631	426
53.656	320	53.681	434
53.707	336	53.733	445
53.757	357	53.783	458
53.808	380	53.834	472
53.858	405	53.884	483
53.910	429	53.935	498
53.960	453	53.985	510
54.011	474	54.037	520
54.061	494	54.087	528
54.112	505	54.138	532
54.163	514	54.188	535
54.214	516	54.239	535
54.264	513	54.290	530
54.315	505	54.341	525
54.365	491	54.391	517
54.417	474	54.442	506
54.467	453	54.492	494
54.518	428	54.544	482
54.568	404	54.594	468
54.619	380	54.645	455
54.670	357	54.695	444
54.721	336	54.746	434
54.771	320	54.796	425
54.822	308	54.848	421
54.872	300	54.898	418
54.923	299	54.949	418
54.974	304	54.999	420
55.025	312	55.050	427
55.075	327	55.101	435
55.126	346	55.152	445
55.176	366	55.202	455
55.228	390	55.253	469
55.278	414	55.303	481
55.329	438	55.355	493
55.379	461	55.405	505
55.430	480	55.456	515
55.481	496	55.506	522
55.532	507	55.557	528
55.582	514	55.607	532
55.633	513	55.659	532
55.683	510	55.709	530
55.734	499	55.760	525
55.785	483	55.810	517
55.836	465	55.861	508
55.887	443	55.912	497
55.937	419	55.963	483
55.988	396	56.013	472
56.039	372	56.064	460
56.090	349	56.114	448
56.140	333	56.166	438
56.191	317	56.216	430
56.241	306	56.267	424
56.293	301	56.317	420
56.343	303	56.368	420
56.394	308	56.418	422
56.444	319	56.470	427
56.495	334	56.520	432
56.545	355	56.571	442
56.597	376	56.621	454
56.647	399	56.672	465
56.698	423	56.723	476
56.748	446	56.774	489
56.799	467	56.824	501
56.850	484	56.875	511
56.901	498	56.925	519
56.951	509	56.977	526
57.002	511	57.027	530
57.052	510	57.078	531
57.104	503	57.128	529
57.154	491	57.179	526
57.205	475	57.230	518
57.255	456	57.281	510
57.306	433	57.331	499
57.356	410	57.382	490
57.408	387	57.432	476
57.458	364	57.483	463
57.509	345	57.534	452
57.559	326	57.585	441
57.610	314	57.635	433
57.661	307	57.686	426
57.712	305	57.736	423
57.762	307	57.788	420
57.813	315	57.838	422
57.863	328	57.889	425
57.915	344	57.939	431
57.965	364	57.990	440
58.016	385	58.041	450
58.066	408	58.092	462
58.117	431	58.142	474
58.167	453	58.193	486
58.219	472	58.243	497
58.269	488	58.294	508
58.320	501	58.345	517
58.370	507	58.396	525
58.421	508	58.446	529
