#Creator: pendulumviewEventBuffer
#Creation time: Tue Mar 12 17:31:44 2024
#Time A	Pos A	Time B	Pos B
#[s]	[au]	[s]	[au]
58.472	504	58.497	530
58.523	495	58.547	530
58.573	482	58.599	528
58.624	465	58.649	521
58.674	446	58.700	512
58.726	423	58.750	502
58.776	402	58.801	492
58.827	379	58.852	479
58.877	358	58.903	466
58.928	340	58.954	453
58.978	326	59.004	443
59.030	316	59.055	433
59.080	310	59.105	425
59.131	309	59.157	421
59.181	314	59.207	419
59.232	323	59.258	419
59.283	337	59.308	423
59.334	354	59.359	429
59.384	373	59.410	437
59.435	395	59.461	447
59.485	417	59.511	459
59.537	438	59.562	471
59.587	458	59.612	485
59.638	475	59.664	496
59.688	490	59.714	508
59.739	498	59.765	518
59.790	503	59.815	525
59.841	503	59.866	530
59.891	497	59.916	532
59.942	487	59.968	532
59.992	474	60.018	529
60.043	457	60.069	523
60.094	437	60.119	513
60.145	415	60.170	504
60.195	393	60.221	492
60.246	373	60.272	480
60.296	354	60.322	467
60.348	338	60.373	455
60.398	326	60.423	443
60.449	317	60.475	431
60.499	314	60.525	425
60.550	315	60.576	419
60.601	321	60.626	417
60.652	332	60.677	417
60.702	347	60.727	421
60.753	364	60.779	427
60.803	383	60.829	435
60.854	404	60.880	446
60.905	425	60.930	458
60.956	444	60.981	471
61.006	462	61.032	484
61.057	475	61.083	497
61.107	488	61.133	508
61.159	495	61.184	519
61.209	498	61.234	527
61.260	495	61.286	533
61.310	489	61.336	535
61.361	477	61.387	535
61.412	463	61.437	531
61.463	446	61.488	525
61.513	427	61.538	517
61.564	408	61.590	505
61.614	387	61.640	492
61.665	368	61.691	482
61.716	349	61.741	467
61.767	337	61.792	453
61.817	328	61.843	441
61.868	322	61.894	431
61.918	319	61.944	422
61.970	323	61.995	417
62.020	329	62.045	415
62.071	342	62.097	417
62.121	356	62.147	418
62.172	373	62.198	425
62.223	391	62.248	434
62.274	411	62.299	445
62.324	431	62.350	457
62.375	448	62.401	472
62.425	464	62.451	485
62.476	477	62.502	498
62.527	486	62.552	512
62.578	491	62.603	522
62.629	492	62.654	530
62.679	488	62.705	536
62.730	480	62.755	537
62.781	469	62.806	537
62.832	452	62.856	533
62.882	437	62.908	526
62.933	420	62.958	517
62.983	400	63.009	505
63.035	382	63.059	492
63.085	365	63.110	478
63.136	350	63.161	464
63.186	338	63.212	450
63.237	331	63.262	439
63.287	326	63.313	429
63.339	327	63.363	420
63.389	331	63.414	414
63.440	339	63.465	412
63.490	350	63.516	413
63.541	365	63.566	417
63.592	381	63.617	425
63.643	399	63.667	433
63.693	418	63.719	446
63.744	435	63.769	460
63.794	451	63.820	474
63.846	464	63.870	487
63.896	475	63.921	502
63.947	482	63.972	514
63.997	486	64.023	525
64.048	484	64.073	533
64.098	480	64.124	538
64.150	471	64.174	540
64.200	460	64.225	538
64.251	446	64.276	534
64.301	430	64.327	527
64.352	412	64.377	515
64.403	394	64.428	504
64.454	378	64.478	490
64.504	363	64.530	476
64.555	350	64.580	461
64.605	342	64.631	446
64.657	335	64.681	436
64.707	332	64.732	423
64.758	334	64.783	416
64.808	339	64.834	411
64.859	348	64.884	410
64.910	359	64.935	411
64.961	373	64.985	416
65.011	389	65.036	424
65.062	405	65.087	436
65.112	422	65.138	448
65.163	437	65.188	462
65.214	452	65.239	477
65.265	463	65.289	493
65.315	472	65.341	504
65.366	477	65.391	519
65.416	479	65.442	529
65.468	478	65.492	536
65.518	471	65.543	541
65.569	462	65.594	542
65.619	451	65.645	540
65.670	440	65.696	535
65.721	423	65.746	525
65.772	406	65.797	515
65.822	391	65.847	500
65.873	377	65.899	487
65.923	363	65.949	471
65.974	353	66.000	457
66.025	345	66.050	441
66.076	340	66.101	430
66.126	339	66.152	420
66.177	342	66.203	412
66.227	347	66.253	409
66.279	355	66.304	407
66.329	367	66.354	411
66.380	382	66.406	416
66.430	395	66.456	427
66.481	410	66.507	437
66.532	425	66.557	451
66.583	439	66.608	465
66.633	451	66.658	482
66.684	461	66.710	497
66.734	468	66.760	511
66.785	471	66.811	522
66.836	472	66.861	533
66.887	469	66.912	539
66.937	463	66.963	544
66.988	454	67.014	543
67.038	444	67.064	540
67.090	431	67.115	533
67.140	418	67.165	524
67.191	403	67.217	511
67.241	389	67.267	497
67.292	377	67.318	481
67.343	366	67.368	467
67.394	356	67.419	453
67.444	350	67.470	438
67.495	345	67.521	426
67.545	347	67.571	416
67.596	349	67.622	410
67.647	356	67.672	407
67.698	364	67.723	407
67.748	374	67.774	409
67.799	386	67.825	417
67.849	399	67.875	429
67.901	414	67.926	442
67.951	426	67.976	456
68.002	438	68.028	471
68.052	448	68.078	486
68.103	457	68.129	502
68.154	464	68.179	516
68.205	465	68.230	528
68.255	465	68.281	536
68.306	462	68.332	542
68.356	456	68.382	545
68.407	448	68.433	544
68.458	438	68.483	539
68.509	425	68.534	531
68.559	414	68.585	520
68.610	401	68.636	507
68.660	389	68.686	492
68.712	378	68.737	477
68.762	367	68.787	461
68.813	361	68.839	446
68.863	355	68.889	433
68.914	353	68.940	421
68.965	351	68.990	413
69.016	356	69.041	408
69.066	362	69.092	406
69.117	370	69.143	407
69.167	380	69.193	413
69.218	391	69.244	420
69.269	402	69.294	432
69.320	414	69.345	446
69.370	426	69.396	461
69.421	436	69.447	476
69.471	445	69.497	493
69.523	452	69.548	507
69.573	457	69.598	520
69.624	459	69.650	532
69.674	460	69.700	539
69.725	455	69.751	544
69.776	450	69.801	545
69.827	442	69.852	543
69.877	433	69.903	537
69.928	423	69.954	528
69.978	412	70.004	517
70.030	401	70.055	502
70.080	391	70.105	486
70.131	381	70.156	471
70.181	372	70.207	455
70.232	366	70.258	441
70.282	362	70.308	428
70.334	359	70.359	418
70.384	359	70.409	411
70.435	364	70.461	406
70.485	368	70.511	406
70.536	375	70.562	409
70.587	383	70.612	416
70.638	394	70.663	424
70.688	403	70.714	438
70.739	414	70.765	452
70.789	425	70.815	467
70.841	434	70.866	483
70.891	441	70.916	498
70.942	447	70.967	511
70.992	451	71.018	525
71.043	454	71.069	534
71.093	452	71.119	541
71.145	449	71.170	544
71.195	445	71.220	542
71.246	438	71.272	540
71.296	430	71.322	533
71.347	421	71.373	523
71.398	412	71.423	511
71.449	401	71.474	496
71.499	390	71.525	480
71.550	384	71.576	465
71.600	376	71.626	450
71.652	371	71.677	436
71.702	368	71.727	424
71.753	365	71.778	416
71.803	365	71.829	409
71.854	368	71.880	406
71.904	373	71.930	408
71.956	379	71.981	413
72.006	386	72.031	419
72.057	396	72.083	430
72.107	404	72.133	444
72.158	414	72.184	458
72.209	422	72.234	473
72.260	429	72.285	489
72.310	437	72.336	504
72.361	442	72.387	518
72.411	446	72.437	528
72.463	448	72.488	536
72.513	447	72.538	541
72.564	446	72.590	542
72.614	441	72.640	542
72.665	435	72.691	536
72.715	428	72.741	528
72.767	420	72.792	517
72.817	412	72.842	504
72.868	403	72.894	489
72.918	396	72.944	473
72.969	388	72.995	459
73.020	380	73.045	445
73.071	375	73.096	432
73.121	372	73.147	421
73.172	370	73.198	414
73.222	370	73.248	409
73.274	372	73.299	409
73.324	376	73.349	408
73.375	382	73.401	416
73.425	388	73.451	426
73.476	395	73.502	438
73.526	403	73.552	450
73.578	410	73.603	464
73.628	419	73.653	479
73.679	425	73.705	495
73.729	432	73.755	507
73.780	437	73.806	520
73.831	441	73.856	531
73.882	444	73.907	537
73.932	443	73.958	541
73.983	442	74.009	541
74.033	438	74.059	538
74.085	434	74.110	534
74.135	430	74.160	522
74.186	422	74.212	511
74.236	414	74.262	499
74.287	406	74.313	483
74.337	398	74.363	468
74.389	392	74.414	454
74.439	385	74.464	442
74.490	380	74.516	430
74.540	375	74.566	420
74.591	374	74.617	414
74.643	373	74.667	411
74.693	375	74.718	411
74.744	377	74.769	415
74.794	382	74.820	422
74.845	388	74.870	431
74.896	395	74.921	443
74.947	401	74.971	457
74.997	408	75.023	471
75.048	416	75.073	484
75.098	422	75.124	500
75.150	429	75.174	511
75.200	434	75.225	523
75.251	437	75.275	531
75.301	440	75.327	537
75.352	441	75.377	540
75.402	439	75.428	537
75.454	436	75.478	533
75.504	433	75.529	526
75.555	428	75.580	515
75.605	422	75.631	504
75.656	415	75.681	491
75.707	408	75.732	478
75.758	401	75.782	463
75.808	394	75.834	450
75.859	389	75.884	437
75.909	384	75.935	428
75.961	379	75.985	420
76.011	378	76.036	415
76.062	376	76.086	413
76.112	377	76.138	416
76.163	379	76.188	420
76.213	383	76.239	428
76.265	388	76.289	437
76.315	393	76.340	450
76.366	400	76.391	463
76.416	406	76.442	477
76.467	413	76.492	492
76.518	419	76.543	503
76.569	426	76.593	514
76.619	431	76.645	524
76.670	435	76.695	528
76.720	437	76.746	532
76.772	438	76.796	534
76.822	439	76.847	532
76.873	437	76.897	528
76.923	433	76.949	519
76.974	428	76.999	509
77.024	423	77.050	497
77.076	417	77.100	485
77.126	411	77.151	472
77.177	404	77.202	459
77.227	397	77.253	446
77.278	391	77.303	435
77.329	386	77.354	428
77.380	382	77.404	421
77.430	379	77.456	419
77.481	378	77.506	418
77.531	377	77.557	421
77.583	378	77.607	427
77.633	381	77.658	435
77.684	386	77.708	445
77.734	391	77.760	456
77.785	398	77.811	469
77.835	403	77.861	482
77.887	411	77.912	494
77.937	419	77.962	505
77.988	424	78.014	517
78.038	427	78.064	523
78.089	434	78.115	529
78.140	437	78.165	531
78.191	438	78.216	530
78.241	438	78.267	527
78.292	437	78.318	521
78.342	434	78.368	512
78.394	430	78.419	503
78.444	425	78.469	491
78.495	419	78.521	479
78.545	413	78.571	466
78.596	406	78.622	455
78.646	399	78.672	444
78.698	393	78.723	436
78.748	387	78.773	428
78.799	381	78.825	423
78.849	379	78.875	423
78.900	378	78.926	423
78.951	377	78.976	427
79.002	378	79.027	433
79.052	381	79.078	442
79.103	385	79.129	451
79.153	390	79.179	463
79.205	396	79.230	474
79.255	402	79.280	485
79.306	409	79.332	497
79.356	416	79.382	507
79.407	423	79.433	516
79.457	428	79.483	522
79.509	433	79.534	525
79.559	437	79.584	526
79.610	438	79.636	525
79.660	440	79.686	521
79.711	438	79.737	515
79.762	436	79.787	506
79.813	432	79.838	497
79.863	427	79.889	486
79.914	420	79.940	474
79.964	414	79.990	463
80.016	407	80.041	451
80.066	400	80.091	443
80.117	394	80.143	435
80.167	389	80.193	431
80.218	383	80.244	427
80.268	378	80.294	426
80.320	377	80.345	429
80.370	376	80.395	432
80.421	376	80.447	440
80.471	380	80.497	448
80.522	383	80.548	458
80.573	389	80.598	468
80.624	394	80.649	478
80.674	401	80.700	489
80.725	408	80.751	498
80.775	415	80.801	507
80.827	423	80.852	514
80.877	428	80.902	519
80.928	433	80.954	521
80.978	439	81.004	521
81.029	438	81.055	519
81.079	441	81.105	514
81.131	440	81.156	509
81.181	437	81.206	500
81.232	433	81.258	491
81.282	428	81.308	481
81.333	422	81.359	470
81.384	415	81.409	461
81.435	408	81.460	452
81.486	400	81.511	444
81.536	393	81.562	438
81.587	387	81.612	434
81.638	382	81.663	432
81.689	377	81.713	432
81.739	376	81.765	435
81.790	376	81.815	439
81.840	376	81.866	446
81.892	380	81.916	454
81.942	382	81.967	463
81.993	388	82.017	472
82.043	395	82.069	481
82.094	402	82.119	490
82.144	408	82.170	498
82.196	416	82.220	506
82.246	422	82.271	511
82.297	430	82.322	514
82.347	434	82.373	516
82.398	439	82.423	515
82.449	442	82.474	513
82.500	441	82.524	508
82.550	441	82.576	502
82.601	438	82.626	495
82.651	434	82.677	486
82.703	428	82.727	477
82.753	422	82.778	468
82.804	414	82.828	460
82.854	407	82.880	453
82.905	400	82.930	445
82.955	393	82.981	441
83.007	386	83.031	439
83.057	381	83.082	436
83.108	377	83.133	438
83.158	375	83.184	441
83.209	373	83.234	446
83.260	374	83.285	452
83.311	378	83.335	459
83.361	383	83.387	466
83.412	387	83.437	475
83.462	395	83.488	483
83.514	402	83.538	490
83.564	409	83.589	497
83.615	418	83.639	503
83.665	425	83.691	507
83.716	431	83.741	509
83.766	437	83.792	510
83.818	440	83.842	509
83.868	443	83.893	507
83.919	443	83.944	502
83.969	442	83.995	498
84.020	438	84.045	489
84.071	434	84.096	484
84.122	428	84.146	475
84.172	421	84.198	467
84.223	414	84.248	460
84.273	405	84.299	454
84.325	397	84.349	450
84.375	390	84.400	445
84.426	384	84.450	443
84.476	379	84.502	442
84.527	375	84.553	444
84.577	373	84.603	448
84.629	373	84.654	451
84.679	375	84.704	455
84.730	378	84.756	463
84.780	383	84.806	469
84.831	389	84.857	477
84.882	396	84.907	483
84.933	404	84.958	489
84.983	411	85.009	496
85.034	420	85.060	499
85.084	427	85.110	503
85.136	434	85.161	504
85.186	439	85.211	504
85.237	442	85.263	501
85.287	444	85.313	501
85.338	444	85.364	497
85.388	442	85.414	492
85.440	438	85.465	486
85.490	433	85.515	480
85.541	427	85.567	473
85.591	419	85.617	468
85.642	411	85.668	461
85.693	404	85.718	457
85.744	395	85.769	454
85.794	388	85.820	450
85.845	382	85.871	449
85.895	377	85.921	448
85.947	374	85.972	450
85.997	372	86.022	454
86.048	373	86.074	456
86.098	376	86.124	461
86.149	379	86.175	466
86.199	385	86.225	471
86.251	391	86.276	478
86.301	398	86.326	482
86.352	406	86.378	487
86.402	414	86.428	492
86.453	422	86.479	495
86.504	429	86.529	498
86.555	436	86.580	499
86.605	440	86.631	500
86.656	443	86.682	497
86.706	446	86.732	496
86.758	444	86.783	492
86.808	441	86.833	488
86.859	436	86.885	485
86.909	431	86.935	479
86.960	424	86.986	474
87.010	414	87.036	469
87.062	408	87.087	465
87.112	402	87.137	461
87.163	392	87.189	458
87.213	386	87.239	455
87.264	380	87.290	454
87.315	375	87.340	455
87.366	374	87.391	455
87.416	372	87.442	457
87.467	374	87.493	460
87.517	376	87.543	463
87.569	381	87.594	468
87.619	387	87.644	472
87.670	394	87.696	476
87.720	401	87.746	481
87.771	410	87.797	484
87.822	418	87.847	488
87.873	425	87.898	491
87.923	434	87.948	493
87.974	438	88.000	494
88.024	442	88.050	493
88.075	445	88.101	493
88.126	446	88.151	492
88.177	444	88.202	490
88.227	440	88.253	485
88.278	435	88.304	483
88.328	428	88.354	478
88.380	421	88.405	475
88.430	414	88.455	470
88.481	405	88.507	466
88.531	397	88.557	464
88.582	390	88.608	462
88.633	383	88.658	461
88.684	378	88.709	460
88.734	374	88.759	459
88.785	373	88.811	460
88.835	373	88.861	461
88.886	374	88.912	463
88.937	379	88.962	466
88.988	383	89.013	469
89.039	390	89.064	472
89.089	398	89.115	475
89.140	405	89.165	478
89.191	413	89.216	482
89.242	421	89.266	484
89.292	429	89.318	487
89.343	435	89.368	486
89.393	440	89.419	489
89.445	444	89.469	489
89.495	445	89.520	489
89.546	444	89.570	488
89.596	442	89.622	485
89.647	437	89.672	484
89.697	432	89.723	482
89.749	426	89.773	479
89.799	417	89.824	475
89.850	410	89.875	472
89.900	401	89.926	471
89.951	394	89.976	465
90.002	387	90.027	466
90.053	382	90.077	465
90.103	377	90.129	464
90.154	375	90.179	463
90.204	373	90.230	463
90.256	373	90.280	464
90.306	377	90.331	465
90.357	382	90.382	468
90.407	387	90.433	469
90.458	394	90.483	472
90.508	402	90.534	475
90.560	410	90.584	477
90.610	417	90.635	477
90.661	425	90.686	481
90.711	431	90.737	482
90.762	436	90.787	485
90.813	441	90.838	485
90.864	442	90.888	486
90.914	443	90.940	486
90.965	440	90.990	485
91.015	439	91.041	484
91.067	434	91.091	483
91.117	428	91.142	481
91.168	421	91.193	480
91.218	414	91.244	477
91.269	405	91.294	475
91.319	398	91.345	473
91.371	390	91.395	471
91.421	385	91.446	470
91.472	378	91.497	468
91.522	376	91.548	467
91.573	374	91.598	468
91.624	375	91.649	466
91.675	376	91.699	467
91.725	380	91.751	468
91.776	385	91.801	468
91.826	391	91.852	469
91.878	398	91.902	471
91.928	406	91.953	473
91.979	414	92.004	475
92.029	421	92.055	476
92.080	428	92.106	478
92.130	434	92.156	479
92.182	438	92.207	481
92.232	439	92.257	482
92.283	442	92.309	483
92.333	442	92.359	483
92.384	439	92.410	484
92.435	435	92.460	483
92.486	430	92.511	481
92.536	424	92.562	481
92.587	416	92.613	480
92.637	409	92.663	479
92.689	401	92.714	476
92.739	395	92.764	475
92.790	388	92.816	474
92.840	382	92.866	471
92.891	379	92.917	470
92.942	376	92.967	470
92.993	375	93.018	467
93.043	378	93.068	468
93.094	379	93.120	468
93.144	384	93.170	468
93.195	389	93.221	469
93.246	396	93.271	469
93.297	402	93.322	470
93.347	410	93.373	474
93.398	418	93.424	474
93.448	424	93.474	475
93.500	431	93.525	476
93.550	436	93.575	477
93.601	440	93.627	479
93.651	440	93.677	480
93.702	441	93.728	481
93.753	439	93.778	482
93.804	436	93.829	482
93.854	432	93.879	482
93.905	426	93.931	481
93.955	419	93.981	481
94.006	412	94.032	480
94.057	404	94.082	478
94.108	399	94.133	477
94.158	391	94.184	476
94.209	387	94.235	474
94.259	381	94.285	473
94.311	379	94.336	472
94.361	378	94.386	471
94.412	379	94.438	469
94.462	380	94.488	470
94.513	383	94.539	469
94.564	388	94.589	468
94.615	394	94.640	470
94.665	400	94.690	469
94.716	408	94.742	471
94.766	415	94.792	472
94.817	422	94.843	474
94.868	427	94.893	474
94.919	433	94.944	476
94.969	437	94.995	478
95.020	439	95.046	479
95.070	437	95.096	480
95.122	438	95.147	481
95.172	436	95.197	480
95.223	432	95.249	481
95.273	427	95.299	481
95.324	421	95.350	481
95.375	414	95.400	480
95.426	408	95.451	480
95.476	400	95.502	478
95.527	393	95.553	479
95.577	389	95.603	476
95.628	384	95.654	474
95.679	381	95.704	473
95.730	379	95.755	472
95.781	378	95.806	470
95.831	380	95.857	471
95.882	383	95.907	467
95.933	387	95.958	469
95.984	392	96.008	469
96.034	399	96.060	469
96.085	405	96.110	469
96.135	412	96.161	471
96.187	418	96.211	472
96.237	425	96.262	473
96.288	430	96.313	476
96.338	434	96.364	476
96.389	436	96.414	478
96.439	437	96.465	480
96.491	437	96.515	480
96.541	436	96.566	480
96.592	433	96.617	481
96.642	428	96.668	483
96.693	422	96.718	481
96.744	416	96.769	481
96.795	410	96.819	480
96.845	404	96.871	479
96.896	396	96.921	479
96.946	392	96.972	477
96.998	387	97.022	476
97.048	383	97.073	474
97.099	381	97.124	472
97.149	382	97.175	471
97.200	381	97.225	470
97.250	383	97.276	470
97.302	387	97.326	468
97.352	390	97.377	469
97.403	397	97.428	468
97.453	402	97.479	470
97.504	409	97.529	471
97.555	416	97.580	471
97.606	422	97.630	472
97.656	428	97.682	474
97.707	432	97.732	476
97.757	435	97.783	476
97.809	437	97.833	478
97.859	436	97.884	479
97.910	435	97.935	480
97.960	433	97.986	481
98.011	429	98.036	481
98.062	423	98.087	481
98.113	419	98.137	481
98.163	411	98.188	480
98.214	405	98.239	480
98.264	399	98.290	478
98.315	394	98.340	477
98.366	390	98.391	476
98.417	385	98.441	475
98.467	383	98.493	474
98.518	382	98.543	473
98.568	382	98.594	471
98.620	384	98.644	471
98.670	386	98.695	469
98.721	391	98.746	469
98.771	396	98.797	469
98.822	401	98.848	469
98.873	407	98.898	470
98.924	415	98.949	471
98.974	419	98.999	472
99.025	424	99.051	474
99.075	429	99.101	474
99.126	431	99.152	476
99.177	435	99.202	475
99.228	434	99.253	479
99.278	435	99.304	479
99.329	432	99.355	481
99.379	429	99.405	479
99.431	425	99.456	481
99.481	420	99.506	481
99.532	415	99.558	480
99.582	408	99.608	479
99.633	402	99.659	480
99.684	397	99.709	477
99.735	392	99.760	477
99.785	389	99.810	475
99.836	385	99.862	474
99.886	384	99.912	473
99.937	383	99.963	472
99.988	385	100.013	470
100.039	386	100.064	472
100.089	391	100.115	469
100.140	394	100.166	469
100.190	400	100.216	470
100.242	405	100.267	470
100.292	411	100.317	471
100.343	416	100.369	472
100.393	422	100.419	473
100.444	427	100.470	475
100.495	430	100.520	476
100.546	431	100.571	477
100.596	434	100.622	478
100.647	432	100.673	479
100.697	432	100.723	481
100.748	430	100.774	480
100.799	426	100.824	481
100.850	421	100.875	480
100.900	416	100.926	482
100.951	411	100.977	480
101.001	405	101.027	479
101.053	399	101.078	478
101.103	396	101.128	477
101.154	390	101.180	476
101.204	390	101.230	475
101.255	386	101.281	474
101.306	385	101.331	472
101.357	385	101.382	471
101.407	387	101.433	470
101.458	391	101.484	469
101.508	394	101.534	470
101.559	399	101.585	470
101.610	404	101.635	470
101.661	409	101.686	471
101.711	414	101.737	472
101.762	418	101.788	473
101.812	424	101.838	474
101.864	428	101.889	475
101.914	430	101.939	476
101.965	434	101.991	477
102.015	432	102.041	478
102.066	431	102.092	479
102.117	429	102.142	479
102.168	426	102.193	480
102.218	423	102.244	480
102.269	418	102.295	480
102.319	412	102.345	480
102.370	407	102.396	479
102.421	402	102.446	478
102.472	397	102.497	477
102.522	393	102.548	476
102.573	390	102.599	475
102.623	387	102.649	474
102.675	386	102.700	472
102.725	388	102.750	472
102.776	389	102.802	473
102.826	390	102.852	471
102.877	394	102.903	470
102.928	398	102.953	470
102.979	402	103.004	471
103.029	408	103.055	470
103.080	413	103.106	472
103.130	417	103.156	473
103.182	421	103.207	473
103.232	425	103.257	474
103.283	428	103.308	475
103.333	430	103.359	476
103.384	433	103.410	476
103.434	430	103.460	478
103.486	428	103.511	479
103.536	426	103.561	480
103.587	423	103.613	479
103.637	420	103.663	480
103.688	414	103.714	479
103.739	410	103.764	479
103.790	404	103.815	479
103.840	400	103.866	476
103.891	396	103.917	477
103.941	392	103.967	475
103.993	390	104.018	473
104.043	388	104.068	473
104.094	388	104.119	472
104.144	389	104.170	472
104.195	390	104.221	471
104.245	394	104.271	471
104.297	396	104.322	471
104.347	401	104.372	471
104.398	406	104.424	472
104.448	410	104.474	473
104.499	416	104.525	472
104.550	420	104.575	473
104.601	423	104.626	474
104.651	426	104.677	477
104.702	429	104.728	476
104.752	430	104.778	477
104.804	429	104.829	478
104.854	428	104.879	479
104.905	426	104.930	479
104.955	423	104.981	479
105.006	419	105.032	479
105.056	415	105.082	480
105.108	410	105.133	478
105.158	406	105.183	478
105.209	402	105.235	477
105.259	398	105.285	476
105.310	394	105.336	475
105.361	392	105.386	474
105.412	390	105.437	476
105.462	389	105.488	472
105.513	389	105.539	472
105.563	392	105.589	472
105.615	394	105.640	471
105.665	399	105.690	471
105.716	401	105.742	472
105.766	404	105.792	473
105.817	409	105.843	473
105.867	413	105.893	473
105.919	417	105.944	475
105.969	422	105.994	474
106.020	424	106.046	475
106.070	427	106.096	477
106.121	428	106.147	478
106.172	429	106.197	477
106.223	428	106.248	478
106.273	426	106.299	479
106.324	423	106.350	478
106.374	420	106.400	479
106.426	416	106.451	478
106.476	412	106.501	478
106.527	407	106.553	477
106.577	403	106.603	477
106.628	400	106.654	475
106.678	396	106.704	475
106.730	393	106.755	476
106.780	392	106.805	474
106.831	391	106.857	475
106.881	391	106.907	473
106.932	392	106.958	473
106.983	394	107.008	472
107.034	396	107.059	472
107.084	400	107.110	472
107.135	403	107.161	474
107.185	408	107.211	474
107.237	413	107.262	474
107.287	416	107.312	474
107.338	420	107.364	475
107.388	423	107.414	476
107.439	425	107.465	476
107.489	426	107.515	476
107.541	428	107.566	476
107.591	427	107.616	477
107.642	426	107.668	478
107.692	423	107.718	478
107.743	419	107.769	478
107.794	417	107.819	478
107.845	413	107.870	477
107.895	408	107.921	477
107.946	405	107.972	475
107.996	401	108.022	476
108.048	397	108.073	476
108.098	396	108.123	475
108.149	392	108.175	474
108.199	392	108.225	474
108.250	392	108.276	473
108.300	392	108.326	473
108.352	395	108.377	473
108.403	398	108.427	472
108.453	399	108.479	473
108.504	403	108.529	473
108.554	407	108.580	473
108.606	411	108.630	474
108.656	415	108.681	474
108.707	418	108.732	474
108.757	421	108.783	476
108.808	424	108.833	476
108.859	425	108.884	476
108.910	427	108.934	476
108.960	426	108.986	477
109.011	425	109.036	477
109.061	423	109.087	477
109.113	421	109.137	477
109.163	418	109.188	477
109.214	414	109.238	477
109.264	410	109.290	475
109.315	407	109.340	476
109.365	402	109.391	475
109.417	400	109.441	475
109.467	396	109.492	474
109.518	395	109.543	474
109.568	393	109.594	474
109.619	393	109.644	474
109.670	393	109.695	473
109.721	394	109.745	473
109.771	396	109.797	474
109.822	399	109.847	473
109.872	403	109.898	473
109.924	406	109.948	474
109.974	408	109.999	475
110.025	413	110.049	474
110.075	417	110.101	475
110.126	420	110.151	475
110.176	422	110.202	476
110.228	424	110.252	476
110.278	425	110.303	476
110.329	427	110.354	476
110.379	425	110.405	476
110.430	423	110.455	477
110.481	421	110.506	477
110.532	419	110.556	477
110.582	415	110.608	477
110.633	411	110.658	476
110.683	407	110.709	475
110.735	404	110.759	475
110.785	401	110.810	475
110.836	398	110.860	475
110.886	396	110.912	475
110.937	394	110.962	474
110.987	393	111.013	474
111.039	394	111.063	474
111.089	394	111.114	474
111.140	398	111.165	474
111.190	399	111.216	473
111.241	402	111.266	474
111.292	405	111.317	476
111.343	409	111.368	474
111.393	412	111.419	475
111.444	415	111.470	475
111.494	419	111.520	475
111.546	421	111.571	474
111.596	422	111.621	475
111.647	425	111.673	476
111.697	423	111.723	476
111.748	424	111.774	477
111.798	423	111.824	476
111.850	421	111.875	476
111.900	419	111.925	477
111.951	415	111.977	476
112.001	413	112.027	475
112.052	410	112.078	476
112.103	405	112.128	476
112.154	404	112.179	475
112.204	400	112.230	475
112.255	398	112.281	475
112.305	396	112.331	475
112.357	395	112.382	474
112.407	395	112.432	475
112.458	395	112.484	474
112.508	396	112.534	474
112.559	399	112.585	475
112.609	400	112.635	474
112.661	405	112.686	474
112.711	407	112.736	475
112.762	411	112.788	474
112.812	415	112.838	475
112.863	419	112.889	475
112.914	420	112.939	475
112.965	421	112.990	476
113.015	423	113.041	476
113.066	424	113.092	475
113.116	424	113.142	476
113.168	423	113.193	476
113.218	421	113.243	477
113.269	419	113.295	477
113.319	416	113.345	475
113.370	413	113.396	476
113.420	410	113.446	476
113.472	407	113.497	476
113.522	404	113.547	476
113.573	402	113.599	475
113.623	398	113.649	476
113.674	397	113.700	474
113.725	395	113.750	476
113.776	396	113.801	475
113.826	396	113.852	475
113.877	397	113.903	474
113.927	399	113.953	475
113.979	402	114.004	474
114.029	404	114.054	475
114.080	407	114.106	475
114.130	410	114.156	474
114.181	414	114.207	475
114.231	416	114.257	475
114.283	418	114.308	475
114.333	419	114.358	476
114.384	421	114.410	475
114.434	423	114.460	475
114.485	424	114.511	476
114.536	422	114.561	476
114.587	421	114.612	477
114.638	419	114.663	476
114.688	416	114.714	476
114.739	414	114.764	475
114.790	411	114.815	475
114.841	407	114.865	475
114.891	404	114.917	475
114.942	401	114.967	474
114.992	400	115.018	475
115.044	397	115.068	474
115.094	398	115.119	475
115.145	396	115.169	475
115.195	396	115.221	474
115.246	397	115.271	474
115.296	399	115.322	475
115.348	401	115.372	475
115.398	403	115.423	475
115.449	407	115.474	475
115.499	409	115.525	477
115.550	413	115.575	475
115.601	415	115.626	475
115.652	418	115.676	475
115.702	419	115.728	475
115.753	421	115.778	475
115.803	422	115.829	475
115.855	423	115.879	476
115.905	422	115.930	476
115.956	421	115.980	476
116.006	419	116.032	476
116.057	417	116.082	476
116.107	415	116.133	476
116.159	411	116.183	475
116.209	408	116.234	475
116.260	405	116.285	475
116.310	403	116.336	475
116.361	401	116.386	475
116.412	399	116.437	475
116.463	398	116.487	475
116.513	397	116.539	475
116.564	397	116.589	475
116.614	398	116.640	474
116.666	399	116.690	474
116.716	401	116.741	475
116.767	403	116.791	474
116.817	405	116.843	474
116.868	410	116.893	475
116.918	412	116.944	475
116.970	414	116.994	475
117.020	417	117.045	475
117.071	419	117.096	476
117.121	420	117.147	476
117.172	422	117.197	475
117.223	422	117.248	476
