#Creator: pendulumviewEventBuffer
#Creation time: Tue Mar 12 17:31:44 2024
#Time A	Pos A	Time B	Pos B
#[s]	[au]	[s]	[au]
57.509	500	57.534	412
57.560	500	57.584	424
57.610	500	57.636	442
57.661	500	57.686	457
57.711	500	57.737	471
57.763	501	57.787	485
57.813	501	57.838	496
57.864	500	57.889	504
57.914	501	57.940	511
57.965	501	57.990	513
58.015	501	58.041	512
58.067	500	58.091	508
58.117	500	58.142	500
58.168	501	58.193	490
58.218	501	58.244	479
58.269	500	58.294	464
58.320	501	58.345	450
58.371	501	58.395	434
58.421	501	58.447	421
58.472	500	58.497	407
58.522	500	58.548	397
58.574	500	58.598	388
58.624	500	58.649	383
58.675	500	58.700	381
58.725	500	58.751	382
58.776	500	58.802	386
58.826	499	58.852	394
58.878	500	58.903	404
58.928	501	58.953	416
58.979	500	59.005	430
59.029	500	59.055	444
59.080	501	59.106	459
59.131	500	59.156	472
59.182	500	59.207	484
59.232	501	59.258	495
59.283	500	59.309	503
59.333	501	59.359	508
59.385	501	59.410	509
59.435	501	59.460	507
59.486	501	59.512	503
59.536	501	59.562	496
59.587	501	59.613	486
59.638	501	59.663	474
59.689	501	59.714	461
59.739	500	59.764	447
59.790	501	59.816	433
59.840	501	59.866	420
59.891	500	59.917	408
59.942	500	59.967	399
59.993	500	60.018	392
60.043	500	60.069	387
60.094	500	60.120	386
60.144	501	60.170	384
60.196	499	60.221	392
60.246	501	60.271	399
60.297	502	60.323	408
60.347	500	60.373	420
60.398	500	60.424	433
60.449	500	60.474	446
60.500	500	60.525	460
60.550	500	60.575	473
60.601	500	60.627	483
60.651	501	60.677	493
60.702	500	60.728	500
60.753	501	60.778	503
60.804	501	60.829	504
60.854	501	60.880	503
60.905	501	60.931	498
60.955	502	60.981	491
61.007	501	61.032	482
61.057	501	61.082	471
61.108	501	61.134	458
61.158	500	61.184	446
61.209	500	61.235	432
61.260	500	61.285	420
61.311	500	61.336	409
61.361	500	61.386	400
61.412	500	61.438	392
61.462	500	61.488	390
61.513	500	61.539	389
61.564	499	61.589	391
61.615	500	61.640	396
61.665	500	61.691	403
61.716	500	61.742	412
61.766	500	61.792	424
61.818	498	61.843	436
61.868	500	61.893	449
61.919	500	61.945	462
61.969	501	61.995	472
62.020	501	62.046	483
62.071	501	62.096	491
62.122	500	62.147	497
62.172	501	62.198	500
62.223	501	62.249	501
62.273	501	62.299	499
62.324	501	62.350	494
62.375	499	62.400	487
62.426	501	62.451	477
62.477	500	62.502	467
62.527	500	62.553	456
62.578	499	62.603	444
62.629	500	62.654	431
62.680	501	62.704	421
62.730	500	62.756	411
62.781	500	62.806	403
62.831	500	62.857	397
62.883	500	62.907	394
62.933	500	62.958	394
62.984	500	63.009	396
63.034	500	63.060	400
63.085	500	63.110	408
63.135	500	63.161	416
63.187	501	63.211	427
63.237	499	63.262	439
63.288	500	63.313	450
63.338	500	63.364	462
63.389	501	63.414	472
63.440	501	63.465	481
63.491	501	63.515	489
63.541	500	63.567	495
63.592	500	63.617	496
63.642	502	63.668	496
63.694	501	63.718	494
63.744	500	63.769	490
63.795	498	63.820	483
63.845	501	63.871	474
63.896	500	63.921	464
63.946	501	63.972	453
63.998	502	64.022	442
64.048	501	64.073	430
64.099	501	64.124	420
64.149	500	64.175	412
64.200	500	64.225	405
64.251	499	64.276	400
64.302	501	64.326	398
64.352	500	64.378	397
64.403	500	64.428	401
64.453	499	64.479	405
64.505	501	64.529	412
64.555	499	64.580	421
64.606	500	64.631	432
64.656	500	64.682	441
64.707	501	64.732	451
64.758	500	64.783	463
64.809	501	64.833	472
64.859	503	64.884	480
64.910	501	64.935	487
64.960	501	64.986	491
65.011	501	65.036	493
65.062	501	65.087	493
65.113	501	65.137	490
65.163	501	65.189	485
65.214	501	65.239	478
65.264	501	65.290	471
65.316	501	65.340	461
65.366	500	65.391	449
65.417	500	65.442	440
65.467	500	65.493	430
65.518	501	65.544	421
65.569	500	65.594	413
65.620	501	65.645	407
65.670	501	65.695	404
65.721	500	65.747	402
65.771	500	65.797	402
65.822	500	65.848	406
65.873	500	65.898	409
65.924	500	65.949	417
65.974	500	66.000	425
66.025	500	66.051	434
66.075	501	66.101	444
66.127	501	66.152	453
66.177	500	66.202	463
66.228	500	66.254	471
66.278	501	66.304	478
66.329	500	66.355	483
66.380	501	66.405	488
66.431	500	66.456	489
66.481	501	66.506	488
66.532	501	66.558	486
66.582	501	66.608	480
66.633	500	66.659	474
66.684	500	66.709	467
66.735	501	66.760	458
66.785	501	66.811	449
66.836	501	66.862	439
66.886	500	66.912	429
66.938	500	66.963	422
66.988	501	67.013	415
67.039	500	67.065	410
67.089	501	67.115	407
67.140	500	67.166	406
67.191	501	67.216	407
67.242	500	67.267	410
67.292	500	67.318	414
67.343	500	67.369	420
67.393	500	67.419	428
67.444	500	67.470	436
67.495	500	67.520	444
67.546	499	67.571	452
67.596	500	67.622	463
67.647	501	67.673	470
67.697	501	67.723	477
67.749	501	67.774	480
67.799	501	67.824	484
67.850	500	67.876	485
67.900	500	67.926	485
67.951	501	67.977	482
68.002	500	68.027	476
68.053	501	68.078	470
68.103	501	68.129	462
68.154	500	68.180	455
68.204	500	68.230	447
68.255	501	68.281	438
68.306	500	68.331	430
68.357	500	68.382	423
68.407	500	68.433	417
68.458	500	68.484	413
68.508	500	68.534	409
68.560	500	68.585	410
68.610	500	68.635	411
68.661	500	68.687	414
68.711	500	68.737	418
68.762	500	68.788	424
68.813	500	68.838	432
68.864	500	68.889	438
68.914	502	68.940	447
68.965	501	68.991	455
69.015	500	69.041	462
69.066	501	69.092	469
69.117	501	69.142	474
69.168	500	69.193	479
69.218	500	69.244	480
69.269	500	69.295	482
69.319	501	69.345	479
69.371	501	69.396	477
69.421	501	69.446	473
69.472	501	69.498	467
69.522	500	69.548	460
69.573	503	69.599	453
69.624	500	69.649	445
69.675	500	69.700	438
69.725	501	69.751	431
69.776	501	69.802	425
69.826	500	69.852	420
69.878	500	69.903	416
69.928	499	69.953	414
69.979	500	70.004	414
70.029	500	70.055	415
70.080	500	70.106	418
70.130	500	70.156	423
70.182	500	70.207	428
70.232	501	70.257	435
70.283	500	70.309	441
70.333	500	70.359	448
70.384	501	70.410	455
70.435	501	70.460	462
70.486	501	70.511	468
70.536	503	70.562	473
70.587	499	70.613	476
70.637	500	70.663	477
70.689	501	70.714	477
70.739	501	70.764	475
70.790	500	70.815	473
70.840	501	70.866	469
70.891	501	70.917	463
70.941	500	70.967	456
70.993	500	71.018	451
71.043	501	71.068	444
71.094	500	71.120	437
71.144	500	71.170	432
71.195	500	71.221	426
71.246	499	71.271	422
71.297	501	71.322	419
71.347	501	71.373	418
71.398	501	71.424	418
71.448	498	71.474	420
71.500	500	71.525	421
71.550	500	71.575	426
71.601	500	71.626	430
71.651	500	71.677	437
71.702	501	71.728	442
71.752	500	71.778	450
71.804	500	71.829	455
71.854	501	71.879	461
71.905	500	71.931	466
71.955	500	71.981	470
72.006	500	72.032	472
72.057	500	72.082	473
72.108	501	72.133	473
72.158	500	72.184	471
72.209	501	72.235	469
72.259	501	72.285	465
72.311	501	72.336	460
72.361	500	72.386	456
72.412	501	72.438	449
72.462	500	72.488	443
72.513	500	72.539	438
72.563	500	72.589	433
72.615	501	72.640	429
72.665	501	72.690	426
72.716	500	72.742	423
72.766	500	72.792	422
72.817	500	72.843	422
72.868	500	72.893	424
72.919	500	72.944	427
72.969	500	72.995	430
73.020	500	73.046	435
73.070	501	73.096	440
73.122	501	73.147	445
73.172	501	73.197	451
73.223	500	73.249	456
73.273	501	73.299	460
73.324	502	73.350	464
73.374	501	73.400	468
73.426	500	73.451	468
73.476	500	73.501	469
73.527	500	73.553	469
73.577	500	73.603	467
73.628	500	73.654	464
73.679	500	73.704	461
73.730	501	73.755	457
73.780	500	73.806	453
73.831	501	73.857	447
73.881	500	73.907	443
73.933	501	73.958	438
73.983	499	74.008	434
74.034	500	74.060	431
74.084	500	74.110	428
74.135	500	74.161	426
74.185	500	74.211	426
74.237	500	74.262	428
74.287	501	74.312	429
74.338	500	74.364	431
74.388	501	74.414	434
74.439	500	74.465	438
74.491	502	74.515	443
74.541	500	74.566	447
74.592	500	74.617	452
74.642	501	74.668	455
74.693	501	74.718	458
74.744	501	74.769	463
74.795	500	74.819	465
74.845	500	74.871	464
74.896	500	74.921	465
74.946	500	74.972	465
74.998	500	75.022	463
75.048	500	75.073	461
75.099	500	75.123	458
75.149	500	75.175	454
75.200	500	75.225	450
75.250	501	75.276	446
75.302	501	75.326	441
75.352	501	75.377	439
75.403	500	75.428	433
75.453	500	75.479	432
75.504	500	75.529	431
75.555	500	75.580	430
75.606	500	75.630	429
75.656	500	75.682	431
75.707	501	75.732	432
75.757	501	75.783	434
75.809	501	75.833	438
75.859	500	75.884	441
75.910	501	75.934	445
75.960	501	75.986	448
76.011	501	76.036	452
76.061	500	76.087	454
76.113	500	76.137	456
76.163	501	76.188	459
76.214	500	76.239	461
76.264	500	76.290	460
76.315	501	76.340	461
76.366	501	76.391	460
76.417	500	76.441	459
76.467	500	76.493	457
76.518	500	76.543	453
76.568	500	76.594	451
76.620	500	76.644	448
76.670	500	76.695	446
76.721	500	76.745	442
76.771	500	76.797	439
76.822	501	76.847	438
76.872	500	76.898	435
76.924	500	76.948	435
76.974	501	76.999	435
77.025	500	77.050	434
77.075	499	77.101	435
77.126	500	77.151	437
77.177	499	77.202	439
77.228	500	77.252	441
77.278	503	77.304	444
77.329	499	77.354	446
77.379	500	77.405	449
77.431	500	77.455	451
77.481	501	77.506	454
77.532	500	77.556	455
77.582	501	77.608	457
77.633	500	77.659	457
77.683	500	77.709	458
77.735	501	77.760	458
77.785	501	77.810	456
77.836	501	77.862	455
77.886	501	77.912	453
77.937	499	77.963	451
77.988	499	78.013	449
78.039	500	78.064	448
78.089	500	78.115	444
78.140	500	78.166	443
78.190	501	78.216	442
78.242	500	78.267	439
78.292	500	78.317	439
78.343	502	78.369	437
78.393	500	78.419	438
78.444	500	78.470	439
78.494	501	78.520	439
78.546	501	78.571	440
78.596	501	78.621	442
78.647	500	78.673	444
78.697	501	78.723	447
78.748	501	78.774	447
78.799	500	78.824	450
78.850	500	78.875	451
78.900	500	78.926	452
78.951	501	78.977	454
79.001	501	79.027	454
79.053	501	79.078	454
79.103	500	79.128	454
79.154	501	79.180	453
79.204	501	79.230	453
79.255	499	79.281	452
79.305	501	79.331	450
79.357	500	79.382	449
79.407	500	79.432	447
79.458	500	79.484	446
79.508	501	79.534	445
79.559	500	79.585	443
79.610	500	79.635	442
79.661	500	79.686	442
79.711	500	79.737	441
79.762	501	79.788	441
79.812	499	79.838	441
79.864	501	79.889	442
79.914	502	79.939	443
79.965	501	79.991	444
80.015	499	80.041	446
80.066	500	80.092	446
80.116	501	80.142	447
80.168	500	80.193	448
80.218	501	80.243	449
80.269	501	80.295	450
80.319	500	80.345	451
80.370	501	80.396	451
80.421	501	80.446	451
80.472	500	80.497	451
80.522	500	80.548	451
80.573	501	80.599	450
80.623	500	80.649	449
80.675	499	80.700	448
80.725	497	80.750	448
80.776	500	80.802	447
80.826	500	80.852	446
80.877	500	80.903	446
80.927	500	80.953	445
80.979	500	81.004	445
81.029	500	81.054	444
81.080	501	81.106	444
81.130	500	81.156	443
81.181	500	81.207	445
81.232	501	81.257	445
81.283	501	81.308	445
81.334	500	81.359	446
81.384	501	81.410	447
81.435	500	81.460	447
81.486	500	81.511	447
81.537	500	81.561	448
81.587	500	81.613	447
81.638	501	81.663	448
81.688	500	81.714	450
81.740	501	81.764	448
81.790	500	81.815	448
81.841	500	81.865	448
81.891	500	81.917	449
81.942	500	81.967	447
81.992	500	82.018	447
82.044	500	82.068	447
82.094	498	82.119	447
82.145	500	82.170	446
82.195	500	82.221	447
82.246	500	82.271	446
82.297	500	82.322	446
82.348	500	82.372	447
82.398	501	82.424	446
82.449	500	82.474	447
82.499	501	82.525	447
82.551	500	82.575	447
82.601	500	82.626	448
82.652	500	82.676	447
82.702	501	82.728	447
82.753	500	82.778	447
82.803	500	82.829	448
82.855	500	82.879	448
82.905	500	82.930	447
82.956	502	82.981	447
83.006	500	83.032	447
83.057	500	83.082	447
83.108	500	83.133	447
83.159	500	83.183	446
83.209	500	83.235	447
83.260	501	83.285	447
83.310	502	83.336	447
83.362	501	83.386	447
83.412	500	83.437	447
83.463	500	83.487	447
83.513	500	83.539	447
83.564	500	83.589	448
83.614	500	83.640	447
83.666	500	83.690	447
83.716	499	83.741	447
83.767	500	83.792	447
83.817	500	83.843	447
83.868	499	83.893	447
83.919	500	83.944	447
83.970	500	83.994	446
84.020	500	84.046	447
84.071	500	84.096	446
84.121	500	84.147	446
84.173	500	84.197	448
84.223	500	84.248	447
84.274	501	84.298	447
84.324	500	84.350	447
84.375	501	84.401	447
84.425	500	84.451	447
84.477	501	84.502	447
84.527	500	84.552	448
84.578	500	84.604	447
84.628	500	84.654	448
84.679	500	84.705	447
84.730	500	84.755	448
84.781	500	84.806	446
84.831	501	84.857	447
84.882	500	84.908	447
84.932	500	84.958	447
84.984	500	85.009	447
85.034	500	85.059	447
85.085	500	85.111	446
85.135	499	85.161	447
85.186	501	85.212	447
85.236	500	85.262	447
85.288	500	85.313	447
85.338	501	85.363	447
85.389	499	85.415	447
85.439	500	85.465	446
85.490	501	85.516	448
85.541	501	85.566	448
85.592	500	85.617	448
85.642	500	85.668	447
85.693	500	85.719	447
85.743	500	85.769	447
85.795	501	85.820	447
85.845	501	85.870	447
85.896	500	85.922	447
85.946	501	85.972	448
85.997	501	86.023	447
86.047	500	86.073	447
86.099	500	86.124	447
86.149	501	86.174	447
86.200	500	86.226	447
86.250	500	86.276	447
86.301	500	86.327	448
86.352	501	86.377	446
86.403	500	86.428	449
86.453	500	86.479	447
86.504	500	86.530	445
86.554	501	86.580	447
86.606	498	86.631	446
86.656	500	86.681	447
86.707	501	86.733	447
86.757	500	86.783	447
86.808	501	86.834	447
86.858	501	86.884	448
86.910	500	86.935	447
86.960	500	86.985	447
87.011	500	87.037	447
87.061	501	87.087	447
87.112	499	87.138	448
87.163	500	87.188	448
87.214	501	87.239	447
87.264	500	87.290	447
87.315	501	87.341	447
87.365	500	87.391	447
87.417	500	87.442	447
87.467	500	87.492	447
87.518	501	87.544	447
87.568	501	87.594	447
87.619	500	87.645	446
87.670	500	87.695	447
87.721	501	87.746	447
87.771	501	87.796	449
87.822	500	87.848	448
87.872	500	87.898	447
87.923	499	87.949	447
87.974	500	87.999	447
88.025	500	88.050	447
88.075	500	88.101	447
88.126	500	88.152	447
88.176	500	88.202	447
88.228	500	88.253	446
88.278	500	88.303	446
88.329	500	88.355	447
88.379	500	88.405	446
88.430	501	88.456	447
88.481	500	88.506	447
88.532	500	88.557	447
88.582	501	88.607	447
88.633	500	88.659	447
88.683	500	88.709	448
88.734	501	88.760	447
88.785	500	88.810	447
88.836	500	88.861	447
88.887	501	88.912	447
88.937	500	88.963	447
88.988	500	89.013	447
89.039	500	89.064	447
89.090	501	89.114	446
89.140	501	89.166	447
89.191	500	89.216	448
89.241	500	89.267	447
89.293	500	89.317	447
89.343	500	89.368	447
89.394	501	89.418	447
89.444	501	89.470	447
89.495	500	89.520	447
89.545	500	89.571	447
89.597	500	89.621	447
89.647	500	89.672	448
89.698	501	89.723	446
89.748	500	89.774	448
89.799	500	89.824	447
89.850	501	89.875	447
89.901	500	89.925	447
89.951	500	89.977	447
90.002	500	90.027	447
90.052	500	90.078	447
90.104	501	90.128	447
90.154	502	90.179	447
90.205	500	90.230	447
90.255	500	90.281	447
90.306	501	90.331	447
90.356	500	90.382	448
90.408	500	90.432	449
90.458	500	90.483	446
90.509	500	90.534	446
90.559	501	90.585	447
90.610	500	90.635	447
90.661	500	90.686	447
90.712	500	90.736	448
90.762	500	90.788	447
90.813	500	90.838	447
90.863	502	90.889	447
90.915	500	90.939	447
90.965	500	90.990	447
91.016	500	91.041	447
91.066	501	91.092	447
91.117	501	91.142	448
91.167	500	91.193	447
91.219	501	91.243	447
91.269	500	91.294	447
91.320	500	91.345	447
91.370	501	91.396	447
91.421	501	91.446	447
91.472	500	91.497	447
91.523	500	91.547	447
